ID,Date,Address,ComplaintType,Status,DateModified,CleanAddress,MatchAddress,lat,lng,parcelId,MatchType
 10831,2011/10/03 00:00:00.000000000,2220 NICHOLASVILLE RD,OTHER,CLOSED,2011/10/18 08:51:00.000000000,2220 NICHOLASVILLE RD,2220 NICHOLASVILLE RD,38.00736965,-84.51679016,15087701,Exact Parcel
 10832,2011/10/04 00:00:00.000000000,361 NOTTINGHAM RD,VEHICLE REPAIR,CLOSED,2013/10/01 08:47:00.000000000,361 NOTTINGHAM RD,361 NOTTINGHAM RD,37.98230303,-84.51000305,16598150,Exact Parcel
 10833,2011/10/04 00:00:00.000000000,175 MALABU DR,OTHER,CLOSED,2012/02/23 08:06:00.000000000,175 MALABU DR,175 MALABU DR,38.00137309,-84.51586083,CONDO,Exact Parcel
 10835,2011/10/04 00:00:00.000000000,1005 LANE ALLEN RD,OTHER,CLOSED,2011/12/12 10:25:00.000000000,1005 LANE ALLEN RD,1005 LANE ALLEN RD,38.03243403,-84.54980321,21363100,Exact Parcel
 10836,2011/10/04 00:00:00.000000000,1008 LANE ALLEN RD,OTHER,CLOSED,2011/10/04 11:02:00.000000000,1008 LANE ALLEN RD,1008 LANE ALLEN RD,38.03173351,-84.54991126,14582200,Exact Parcel
 10837,2011/10/04 00:00:00.000000000,2021 DES COGNETS LN,OTHER,CLOSED,2011/10/05 16:38:00.000000000,2021 DES COGNETS LN,2021 DES COGNETS LN,37.99842392,-84.47798968,24716479,Exact Parcel
 10839,2011/10/05 00:00:00.000000000,854 JOHNSDALE DR,ILLEGAL BUSINESS,CLOSED,2012/02/24 08:35:00.000000000,854 JOHNSDALE DR,854 JOHNSDALE DR,38.03561652,-84.45761453,11334350,Exact Parcel
 10840,2011/10/05 00:00:00.000000000,1252 EMBRY AVE,OTHER,CLOSED,2011/11/10 13:33:00.000000000,1252 EMBRY AVE,1252 EMBRY AVE,38.04714581,-84.52059403,13055775,Exact Parcel
 10841,2011/10/06 00:00:00.000000000,118 E THIRD ST,NO PERMIT,CLOSED,2012/02/23 07:59:00.000000000,118 E THIRD ST,118 E THIRD ST,38.04891818,-84.49234356,11473000,Exact Parcel
 10843,2011/10/06 00:00:00.000000000,439 CARLISLE AVE,OTHER,CLOSED,2011/10/10 08:39:00.000000000,439 CARLISLE AVE,439 CARLISLE AVE,38.05564601,-84.46991419,12606500,Exact Parcel
 10844,2011/10/06 00:00:00.000000000,1357 DALE DR,OTHER,CLOSED,2011/12/28 10:30:00.000000000,1357 DALE DR,1357 DALE DR,37.97195213,-84.48192409,10967392,Exact Parcel
 10845,2011/10/06 00:00:00.000000000,919 DELAWARE AVE,VEHICLE REPAIR,CLOSED,2011/11/09 15:47:00.000000000,919 DELAWARE AVE,919 DELAWARE AVE,38.04048022,-84.47280346,16313100,Exact Parcel
 10846,2011/10/06 00:00:00.000000000,1304 STANLEY AVE,ILLEGAL BUSINESS,CLOSED,2011/10/31 14:50:00.000000000,1304 STANLEY AVE,1304 STANLEY AVE,38.0308624,-84.5157303,47148800,Exact Parcel
 10849,2011/10/06 00:00:00.000000000,489 LONGVIEW DR,VEHICLE REPAIR,CLOSED,2011/10/17 13:00:00.000000000,489 LONGVIEW DR,489 LONGVIEW DR,38.01923641,-84.52927494,20206150,Exact Parcel
 10852,2011/10/10 00:00:00.000000000,375 MANHATTAN DR,OTHER,CLOSED,2012/02/24 08:35:00.000000000,375 MANHATTAN DR,375 MANHATTAN DR,38.06326328,-84.45919158,11827200,Exact Parcel
 10853,2011/10/10 00:00:00.000000000,1979 ALICE DR,NO PERMIT,CLOSED,2011/10/13 07:50:00.000000000,1979 ALICE DR,1979 ALICE DR,38.09020601,-84.50380312,43452075,Exact Parcel
 10854,2011/10/10 00:00:00.000000000,2331 MAPLEWOOD DR,OTHER,CLOSED,2011/11/14 08:47:00.000000000,2331 MAPLEWOOD DR,2331 MAPLEWOOD DR,38.01370132,-84.52950927,20910500,Exact Parcel
 10856,2011/10/11 00:00:00.000000000,2452 CHECKERBERRY DR,OCCUPANCY ISSUE,CLOSED,2011/10/25 12:33:00.000000000,2452 CHECKERBERRY DR,2452 CHECKERBERRY DR,38.01907763,-84.44362439,38039340,Exact Parcel
 10858,2011/10/11 00:00:00.000000000,489 LONGVIEW DR,GRAVEL,CLOSED,2011/11/15 14:05:00.000000000,489 LONGVIEW DR,489 LONGVIEW DR,38.01923641,-84.52927494,20206150,Exact Parcel
 10859,2011/10/12 00:00:00.000000000,2201 OLEANDER CT,OTHER,CLOSED,2011/10/24 12:32:00.000000000,2201 OLEANDER CT,2201 OLEANDER CT,38.02807636,-84.5524449,10161075,Exact Parcel
 10860,2011/10/12 00:00:00.000000000,293 MELBOURNE WAY,SIGHT DISTANCE ISSUE,CLOSED,2011/11/03 09:14:00.000000000,293 MELBOURNE WAY,293 MELBOURNE WAY,38.00201364,-84.50896835,11486250,Exact Parcel
 10862,2011/10/13 00:00:00.000000000,4379 OLD HARRODSBURG RD,OTHER,CLOSED,2011/10/26 13:06:00.000000000,4379 OLD HARRODSBURG RD,4379 OLD HARRODSBURG RD,37.99686756,-84.58520542,38167250,Exact Parcel
 10864,2011/10/14 00:00:00.000000000,1821 YORKTOWN RD,NO PERMIT,CLOSED,2011/10/19 14:53:00.000000000,1821 YORKTOWN RD,1821 YORKTOWN RD,38.0358263,-84.54284142,21699000,Exact Parcel
 10865,2011/10/14 00:00:00.000000000,313 GIVEN AVE,NO PERMIT,CLOSED,2012/02/24 08:15:00.000000000,313 GIVEN AVE,313 GIVEN AVE,38.03875928,-84.47812499,10325000,Exact Parcel
 10866,2011/10/14 00:00:00.000000000,1491 TATES CREEK RD,NO PERMIT,CLOSED,2011/10/14 14:47:00.000000000,1491 TATES CREEK RD,1491 TATES CREEK RD,38.02167603,-84.49234913,16863300,Exact Parcel
 10867,2011/10/18 00:00:00.000000000,404 KILPATRICK CT,OTHER,CLOSED,2012/02/22 15:51:00.000000000,404 KILPATRICK CT,404 KILPATRICK CT,38.07497184,-84.47433882,13495875,Exact Parcel
 10868,2011/10/18 00:00:00.000000000,1720 HOUNDSTOOTH GLEN,OTHER,CLOSED,2011/10/19 09:42:00.000000000,1720 HOUNDSTOOTH GLEN,1720 HOUNDSTOOTH GLEN,37.96806659,-84.4566602,20031710,Exact Parcel
 10869,2011/10/18 00:00:00.000000000,794 ROBIN RD,OTHER,CLOSED,2011/10/18 13:56:00.000000000,794 ROBIN RD,794 ROBIN RD,38.00263569,-84.49994031,25901600,Exact Parcel
 10870,2011/10/18 00:00:00.000000000,2732 RED LEAF DR,NO PERMIT,CLOSED,2011/10/21 10:10:00.000000000,2732 RED LEAF DR,2732 RED LEAF DR,38.01622422,-84.4275976,38029640,Exact Parcel
 10871,2011/10/18 00:00:00.000000000,908 CARNEAL RD,VEHICLE REPAIR,CLOSED,2011/12/01 10:30:00.000000000,908 CARNEAL RD,908 CARNEAL RD,38.0526581,-84.46890378,14887600,Exact Parcel
 10872,2011/10/18 00:00:00.000000000,4201 SARON DR,SIGHT DISTANCE ISSUE,CLOSED,2011/10/27 13:15:00.000000000,4201 SARON DR,4201 SARON DR,37.96746281,-84.50264587,20114360,Exact Parcel
 10873,2011/10/18 00:00:00.000000000,4313 FORSYTHE DR,OTHER,CLOSED,2011/11/18 07:54:00.000000000,4313 FORSYTHE DR,4313 FORSYTHE DR,37.99389126,-84.57475588,23996756,Exact Parcel
 10874,2011/10/18 00:00:00.000000000,614 BRECKENRIDGE ST,VEHICLE REPAIR,CLOSED,2011/11/03 13:06:00.000000000,614 BRECKENRIDGE ST,614 BRECKENRIDGE ST,38.04678221,-84.47624173,13356600,Exact Parcel
 10875,2011/10/18 00:00:00.000000000,1159 ALEXANDRIA DR,ILLEGAL BUSINESS,CLOSED,2012/01/09 09:39:00.000000000,1159 ALEXANDRIA DR,1159 ALEXANDRIA DR,38.05489567,-84.55610288,15695250,Exact Parcel
 10876,2011/10/18 00:00:00.000000000,1709 CAMERON CT,VEHICLE REPAIR,CLOSED,2011/12/13 14:35:00.000000000,1709 CAMERON CT,1709 CAMERON CT,38.07890614,-84.46997184,10457825,Exact Parcel
 10877,2011/10/18 00:00:00.000000000,1084 WELLINGTON WAY,OTHER,CLOSED,2012/02/17 11:12:00.000000000,1084 WELLINGTON WAY,1084 WELLINGTON WAY,38.00633814,-84.57206326,19324960,Exact Parcel
 10878,2011/10/19 00:00:00.000000000,651 RED MILE RD,OTHER,CLOSED,2011/11/17 07:41:00.000000000,651 RED MILE RD,651 RED MILE RD,38.04868922,-84.52369609,10017410,Exact Parcel
 10879,2011/10/19 00:00:00.000000000,2943 ARGYLE DR,OTHER,CLOSED,2011/11/01 08:55:00.000000000,2943 ARGYLE DR,2943 ARGYLE DR,37.98728403,-84.51988044,25495900,Exact Parcel
 10881,2011/10/20 00:00:00.000000000,1920 BEACON HILL RD,OTHER,CLOSED,2012/02/23 13:59:00.000000000,1920 BEACON HILL RD,1920 BEACON HILL RD,38.03292371,-84.54199422,26873800,Exact Parcel
 10882,2011/10/21 00:00:00.000000000,719 LANE ALLEN RD,OTHER,CLOSED,2011/11/14 10:33:00.000000000,719 LANE ALLEN RD,719 LANE ALLEN RD,38.02743998,-84.5354681,24020900,Exact Parcel
 10883,2011/10/21 00:00:00.000000000,305 MASTERSON STATION DR,OTHER,CLOSED,2011/12/12 10:12:00.000000000,305 MASTERSON STATION DR,305 MASTERSON STATION DR,38.09365816,-84.54575091,19985740,Exact Parcel
 10884,2011/10/21 00:00:00.000000000,200 E BELL CT,OTHER,CLOSED,2011/10/24 09:35:00.000000000,200 E BELL CT,200 E BELL CT,38.03895069,-84.48412763,11440700,Exact Parcel
 10886,2011/10/24 00:00:00.000000000,3717 WHITE PINE DR,OTHER,CLOSED,2011/11/09 15:26:00.000000000,3717 WHITE PINE DR,3717 WHITE PINE DR,37.98007727,-84.54722508,19301410,Exact Parcel
 10888,2011/10/24 00:00:00.000000000,466 JEFFERSON ST,OTHER,CLOSED,2011/11/14 08:53:00.000000000,466 JEFFERSON ST,466 JEFFERSON ST,38.0575444,-84.49458774,13162400,Exact Parcel
 10889,2011/10/24 00:00:00.000000000,1600 CLAYS MILL RD,VEHICLE REPAIR,CLOSED,2011/11/10 14:04:00.000000000,1600 CLAYS MILL RD,1600 CLAYS MILL RD,38.030102,-84.52833593,24774700,Exact Parcel
 10890,2011/10/24 00:00:00.000000000,1532 LAKEWOOD DR,NO PERMIT,CLOSED,2011/10/25 14:52:00.000000000,1532 LAKEWOOD DR,1532 LAKEWOOD DR,38.01192168,-84.48194224,20108570,Exact Parcel
 10891,2011/10/25 00:00:00.000000000,2490 WOODHILL DR,NO PERMIT,CLOSED,2011/11/04 14:48:00.000000000,2490 WOODHILL DR,2490 WOODHILL DR,38.01475742,-84.44967254,4018080,Exact Parcel
 10892,2011/10/25 00:00:00.000000000,1303 STANLEY AVE,NO PERMIT,CLOSED,2011/10/31 13:46:00.000000000,1303 STANLEY AVE,1303 STANLEY AVE,38.03114201,-84.51631351,47148855,Exact Parcel
 10893,2011/10/25 00:00:00.000000000,1305 STANLEY AVE,OCCUPANCY ISSUE,CLOSED,2011/10/31 14:48:00.000000000,1305 STANLEY AVE,1305 STANLEY AVE,38.03105664,-84.51638835,42638301,Exact Parcel
 10894,2011/10/25 00:00:00.000000000,422 ANGLIANA AVE,OTHER,CLOSED,2012/02/22 15:49:00.000000000,422 ANGLIANA AVE,422 ANGLIANA AVE,38.04232869,-84.51218935,16666900,Exact Parcel
 10895,2011/10/25 00:00:00.000000000,175 MALABU DR,NO PERMIT,CLOSED,2011/10/27 14:36:00.000000000,175 MALABU DR,175 MALABU DR,38.00137309,-84.51586083,CONDO,Exact Parcel
 10896,2011/10/27 00:00:00.000000000,395 S LIMESTONE,PARKING,CLOSED,2012/02/23 11:00:00.000000000,395 S LIMESTONE,395 S LIMESTONE,38.04185594,-84.50396497,14283700,Exact Parcel
 10897,2011/10/27 00:00:00.000000000,326 SOUTHLAND DR,OTHER,CLOSED,2012/02/23 10:55:00.000000000,326 SOUTHLAND DR,326 SOUTHLAND DR,38.01620619,-84.52565336,14796600,Exact Parcel
 10898,2011/10/27 00:00:00.000000000,1343 THE KINGS CT,OTHER,CLOSED,2011/10/27 12:41:00.000000000,1343 THE KINGS CT,1343 THE KINGS CT,37.96323501,-84.48191853,10055950,Exact Parcel
 10899,2011/10/26 00:00:00.000000000,3341 HIBERNIA PASS,OTHER,CLOSED,2012/03/09 08:54:00.000000000,3341 HIBERNIA PASS,3341 HIBERNIA PASS,38.01582019,-84.39003784,38200020,Exact Parcel
 10900,2011/11/01 00:00:00.000000000,163 N HANOVER AVE,NO PERMIT,CLOSED,2011/11/02 12:42:00.000000000,163 N HANOVER AVE,163 N HANOVER AVE,38.03623136,-84.4809694,14830900,Exact Parcel
 10901,2011/11/01 00:00:00.000000000,756 BREATHITT AVE,NO PERMIT,CLOSED,2011/11/03 08:08:00.000000000,756 BREATHITT AVE,756 BREATHITT AVE,38.06620595,-84.50707979,10748400,Exact Parcel
 10902,2011/11/01 00:00:00.000000000,1588 FLORA GLEN WAY,OTHER,CLOSED,2011/12/15 08:19:00.000000000,1588 FLORA GLEN WAY,1588 FLORA GLEN WAY,37.97323671,-84.46354788,20006740,Exact Parcel
 10903,2011/11/01 00:00:00.000000000,1002 MARCELLUS DR,ILLEGAL BUSINESS,CLOSED,2011/11/09 15:36:00.000000000,1002 MARCELLUS DR,1002 MARCELLUS DR,38.05445504,-84.46507029,12460400,Exact Parcel
 10904,2011/11/02 00:00:00.000000000,3410 PEPPERHILL RD,OTHER,CLOSED,2011/12/27 10:00:00.000000000,3410 PEPPERHILL RD,3410 PEPPERHILL RD,37.99381656,-84.48492218,14716541,Exact Parcel
 10907,2011/11/02 00:00:00.000000000,406 S BROADWAY,SIGNAGE,CLOSED,2012/04/26 13:28:00.000000000,406 S BROADWAY,406 S BROADWAY,38.04550194,-84.50420393,10990875,Exact Parcel
 10908,2011/11/02 00:00:00.000000000,832 PORTER PL,OTHER,CLOSED,2011/11/10 13:31:00.000000000,832 PORTER PL,832 PORTER PL,38.04874886,-84.51750615,15828250,Exact Parcel
 10909,2011/11/03 00:00:00.000000000,103 GLASS AVE,NO PERMIT,CLOSED,2011/11/10 16:38:00.000000000,103 GLASS AVE,103 GLASS AVE,38.03899179,-84.45784065,45419900,Exact Parcel
 10910,2011/11/04 00:00:00.000000000,1343 THE KINGS CT,OTHER,CLOSED,2011/12/01 10:49:00.000000000,1343 THE KINGS CT,1343 THE KINGS CT,37.96323501,-84.48191853,10055950,Exact Parcel
 10911,2011/11/04 00:00:00.000000000,111 UNIVERSITY AVE,OTHER,CLOSED,2012/05/03 10:05:00.000000000,111 UNIVERSITY AVE,111 UNIVERSITY AVE,38.02947641,-84.51101861,21652700,Exact Parcel
 10912,2011/11/07 00:00:00.000000000,1409 MT RAINIER DR,OTHER,CLOSED,2011/12/05 08:48:00.000000000,1409 MT RAINIER DR,1409 MT RAINIER DR,37.98070632,-84.46686056,11887781,Exact Parcel
 10913,2011/11/07 00:00:00.000000000,801 E NEW CIRCLE RD,SIGHT DISTANCE ISSUE,CLOSED,2011/11/10 14:43:00.000000000,801 E NEW CIRCLE RD,801 E NEW CIRCLE RD,38.04511884,-84.45237522,14777900,Exact Parcel
 10915,2011/11/08 00:00:00.000000000,744 DARDANELLES DR,ILLEGAL BUSINESS,CLOSED,2011/11/14 08:29:00.000000000,744 DARDANELLES DR,744 DARDANELLES DR,38.01050018,-84.54875159,20048310,Exact Parcel
 10916,2011/11/08 00:00:00.000000000,614 BRECKENRIDGE ST,VEHICLE REPAIR,CLOSED,2012/01/12 09:00:00.000000000,614 BRECKENRIDGE ST,614 BRECKENRIDGE ST,38.04678221,-84.47624173,13356600,Exact Parcel
 10917,2011/07/05 00:00:00.000000000,3467 SAMUEL LN,NO PERMIT,CLOSED,2011/11/09 10:32:00.000000000,3467 SAMUEL LN,3467 SAMUEL LN,38.12622144,-84.44813001,21573900,Exact Parcel
 10918,2011/11/09 00:00:00.000000000,1109 LANE ALLEN RD,SIGNAGE,CLOSED,2011/11/10 14:42:00.000000000,1109 LANE ALLEN RD,1109 LANE ALLEN RD,38.03529782,-84.55808429,27202600,Exact Parcel
 10919,2011/11/09 00:00:00.000000000,601 COOPER DR,NO PERMIT,CLOSED,2012/02/23 13:47:00.000000000,601 COOPER DR,601 COOPER DR,38.02499126,-84.49885956,16100200,Exact Parcel
 10920,2011/11/10 00:00:00.000000000,3433 GRASMERE DR,ILLEGAL BUSINESS,CLOSED,2011/11/14 09:03:00.000000000,3433 GRASMERE DR,3433 GRASMERE DR,37.99454308,-84.56592724,24815916,Exact Parcel
 10921,2011/11/14 00:00:00.000000000,3568 GALAHAD DR,OTHER,CLOSED,2012/01/05 08:27:00.000000000,3568 GALAHAD DR,3568 GALAHAD DR,37.98134239,-84.51159841,12233000,Exact Parcel
 10922,2011/11/14 00:00:00.000000000,736 PRICE AVE,NO PERMIT,CLOSED,2012/01/06 09:20:00.000000000,736 PRICE AVE,736 PRICE AVE,38.06053129,-84.48735455,10053200,Exact Parcel
 10923,2011/11/14 00:00:00.000000000,3245 LEESTOWN RD,ILLEGAL BUSINESS,CLOSED,2011/11/21 11:55:00.000000000,3245 LEESTOWN RD,3245 LEESTOWN RD,38.09567141,-84.56458587,21188400,Exact Parcel
 10924,2011/11/15 00:00:00.000000000,716 PINE ST,VEHICLE REPAIR,CLOSED,2011/12/20 13:16:00.000000000,716 PINE ST,716 PINE ST,38.04793608,-84.50882299,15664800,Exact Parcel
 10925,2011/11/15 00:00:00.000000000,3401 TISHOFF CT,OTHER,CLOSED,2011/12/01 09:26:00.000000000,3401 TISHOFF CT,3401 TISHOFF CT,37.9938587,-84.49007148,14716335,Exact Parcel
 10926,2011/11/15 00:00:00.000000000,420 E NEW CIRCLE RD,OTHER,CLOSED,2012/05/31 14:15:00.000000000,420 E NEW CIRCLE RD,420 E NEW CIRCLE RD,38.05638467,-84.46195911,13899100,Exact Parcel
 10927,2011/11/15 00:00:00.000000000,325 WILSON DOWNING RD,OCCUPANCY ISSUE,CLOSED,2011/12/14 11:04:00.000000000,325 WILSON DOWNING RD,325 WILSON DOWNING RD,37.98206712,-84.51518509,27021350,Exact Parcel
 10928,2011/11/16 00:00:00.000000000,166 EDDIE ST,NO PERMIT,CLOSED,2012/09/10 09:01:00.000000000,166 EDDIE ST,166 EDDIE ST,38.05430277,-84.48212815,15699500,Exact Parcel
 10929,2011/11/16 00:00:00.000000000,3445 CHESTNUT HILL LN,ILLEGAL BUSINESS,CLOSED,2012/01/05 10:18:00.000000000,3445 CHESTNUT HILL LN,3445 CHESTNUT HILL LN,37.99916849,-84.41484504,20090330,Exact Parcel
 10930,2011/11/17 00:00:00.000000000,941 CELIA LN,OTHER,CLOSED,2012/02/23 10:55:00.000000000,941 CELIA LN,941 CELIA LN,38.04052364,-84.53988741,22551100,Exact Parcel
 10931,2011/11/17 00:00:00.000000000,398 SOUTHLAND DR,SIGNAGE,CLOSED,2011/11/30 14:11:00.000000000,398 SOUTHLAND DR,398 SOUTHLAND DR,38.01769828,-84.52705587,16517300,Exact Parcel
 10932,2011/11/17 00:00:00.000000000,1449 HUNTSVILLE DR,VEHICLE REPAIR,CLOSED,2011/12/05 09:01:00.000000000,1449 HUNTSVILLE DR,1449 HUNTSVILLE DR,38.05823417,-84.43634985,10962222,Exact Parcel
 10933,2011/11/17 00:00:00.000000000,404 SOUTHLAND DR,SIGNAGE,CLOSED,2012/01/18 09:58:00.000000000,404 SOUTHLAND DR,404 SOUTHLAND DR,38.01850831,-84.52784685,24555150,Exact Parcel
 10935,2011/11/18 00:00:00.000000000,1002 MARCELLUS DR,ILLEGAL BUSINESS,CLOSED,2012/02/24 08:34:00.000000000,1002 MARCELLUS DR,1002 MARCELLUS DR,38.05445504,-84.46507029,12460400,Exact Parcel
 10936,2011/11/21 00:00:00.000000000,COOPER DR,OTHER,CLOSED,2011/11/21 13:32:00.000000000,COOPER DR,COOPER DR,38.01865242,-84.48711228,CONDO,Exact Parcel
 10937,2011/11/21 00:00:00.000000000,167 JEFFERSON ST,OTHER,CLOSED,2011/11/21 13:33:00.000000000,167 JEFFERSON ST,167 JEFFERSON ST,38.0532847,-84.50146385,12687800,Exact Parcel
 10938,2011/11/21 00:00:00.000000000,2000 HARRODSBURG RD,NO PERMIT,CLOSED,2011/11/21 13:30:00.000000000,2000 HARRODSBURG RD,2000 HARRODSBURG RD,38.02592126,-84.53497798,10190300,Exact Parcel
 10939,2011/11/29 00:00:00.000000000,3685 SUNDART DR,OTHER,CLOSED,2011/12/15 10:04:00.000000000,3685 SUNDART DR,3685 SUNDART DR,37.97309041,-84.4719571,10003512,Exact Parcel
 10940,2011/11/29 00:00:00.000000000,3685 SUNDART DR,NO PERMIT,CLOSED,2012/02/23 11:02:00.000000000,3685 SUNDART DR,3685 SUNDART DR,37.97309041,-84.4719571,10003512,Exact Parcel
 10941,2011/11/29 00:00:00.000000000,717 CENTRAL AVE,GRAVEL,CLOSED,2011/12/01 11:04:00.000000000,717 CENTRAL AVE,717 CENTRAL AVE,38.03475715,-84.48622741,13507200,Exact Parcel
 10943,2011/12/01 00:00:00.000000000,212 CONN TER,OCCUPANCY ISSUE,CLOSED,2011/11/30 15:42:00.000000000,212 CONN TER,212 CONN TER,38.03130044,-84.51298179,12161400,Exact Parcel
 10944,2011/12/01 00:00:00.000000000,372 PREAKNESS DR,OCCUPANCY ISSUE,CLOSED,2011/12/19 09:32:00.000000000,372 PREAKNESS DR,372 PREAKNESS DR,38.06855399,-84.44401646,20077170,Exact Parcel
 10945,2011/12/01 00:00:00.000000000,1313 N LIMESTONE,PARKING,CLOSED,2011/12/02 11:50:00.000000000,1313 N LIMESTONE,1313 N LIMESTONE,38.06238597,-84.47535449,4024600,Exact Parcel
 10946,2011/12/01 00:00:00.000000000,530 PINE ST,OTHER,CLOSED,2011/12/02 13:50:00.000000000,530 PINE ST,530 PINE ST,38.04657845,-84.50712179,13330250,Exact Parcel
 10947,2011/12/01 00:00:00.000000000,4485 SARON DR,VEHICLE REPAIR,CLOSED,2011/12/06 08:38:00.000000000,4485 SARON DR,4485 SARON DR,37.95919928,-84.49838581,38046360,Exact Parcel
 10948,2011/12/01 00:00:00.000000000,608 WINTER PARK CT,VEHICLE REPAIR,CLOSED,2012/01/26 16:09:00.000000000,608 WINTER PARK CT,608 WINTER PARK CT,37.99579078,-84.45806791,17289715,Exact Parcel
 10949,2011/12/01 00:00:00.000000000,1248 STANDISH WAY,PARKING,CLOSED,2012/01/23 09:43:00.000000000,1248 STANDISH WAY,1248 STANDISH WAY,38.04206925,-84.56267362,20519650,Exact Parcel
 10950,2011/12/02 00:00:00.000000000,1496 COPPER RUN BLVD,ILLEGAL BUSINESS,CLOSED,2012/01/23 16:45:00.000000000,1496 COPPER RUN BLVD,1496 COPPER RUN BLVD,37.98281287,-84.57732962,19323450,Exact Parcel
 10951,2011/12/02 00:00:00.000000000,261 BROADVIEW DR,OCCUPANCY ISSUE,CLOSED,2011/12/16 14:36:00.000000000,261 BROADVIEW DR,261 BROADVIEW DR,38.06605222,-84.47479995,44983202,Exact Parcel
 10952,2011/12/02 00:00:00.000000000,1294 ALEXANDRIA DR,OTHER,CLOSED,2012/01/12 09:02:00.000000000,1294 ALEXANDRIA DR,1294 ALEXANDRIA DR,38.05080128,-84.5521049,14120628,Exact Parcel
 10953,2011/10/11 00:00:00.000000000,256 E TIVERTON WAY,OTHER,CLOSED,2012/02/23 07:59:00.000000000,256 E TIVERTON WAY,256 E TIVERTON WAY,37.97704318,-84.51903261,20465500,Exact Parcel
 10954,2011/12/06 00:00:00.000000000,4485 SARON DR,OCCUPANCY ISSUE,CLOSED,2012/02/23 11:37:00.000000000,4485 SARON DR,4485 SARON DR,37.95919928,-84.49838581,38046360,Exact Parcel
 10957,2011/12/07 00:00:00.000000000,402 SOUTHLAND DR,SIGNAGE,CLOSED,2012/01/26 10:34:00.000000000,402 SOUTHLAND DR,402 SOUTHLAND DR,38.01809679,-84.52740995,24550500,Exact Parcel
 10958,2011/12/07 00:00:00.000000000,2321 SIR BARTON WAY,SIGNAGE,CLOSED,2011/12/16 14:27:00.000000000,2321 SIR BARTON WAY,2321 SIR BARTON WAY,38.02193871,-84.42416138,38090030,Exact Parcel
 10961,2011/12/08 00:00:00.000000000,996 VALLEY FARM DR,VEHICLE REPAIR,CLOSED,2011/12/15 08:48:00.000000000,996 VALLEY FARM DR,996 VALLEY FARM DR,38.09040328,-84.47572169,10810100,Exact Parcel
 10962,2011/12/08 00:00:00.000000000,3101 CLAYS MILL RD,OTHER,CLOSED,2012/01/06 15:53:00.000000000,3101 CLAYS MILL RD,3101 CLAYS MILL RD,38.00303469,-84.54557584,25580900,Exact Parcel
 10964,2011/12/08 00:00:00.000000000,1737 BEACON HILL RD,OCCUPANCY ISSUE,CLOSED,2012/01/13 11:09:00.000000000,1737 BEACON HILL RD,1737 BEACON HILL RD,38.03736825,-84.53911797,25561790,Exact Parcel
 10965,2011/12/08 00:00:00.000000000,1322 BRYAN AVE,SIGNAGE,CLOSED,2012/01/04 14:31:00.000000000,1322 BRYAN AVE,1322 BRYAN AVE,38.05817074,-84.4700888,14682650,Exact Parcel
 10966,2011/12/09 00:00:00.000000000,240 FOREST PARK RD,PAVING,CLOSED,2011/12/13 14:39:00.000000000,240 FOREST PARK RD,240 FOREST PARK RD,38.02785851,-84.51655796,27121900,Exact Parcel
 10967,2011/12/09 00:00:00.000000000,3512 TRINIDAD CT,NO PERMIT,CLOSED,2012/09/10 08:58:00.000000000,3512 TRINIDAD CT,3512 TRINIDAD CT,38.02506186,-84.38279376,20006050,Exact Parcel
 10968,2011/12/09 00:00:00.000000000,4029 FORSYTHE DR,OTHER,CLOSED,2011/12/13 14:41:00.000000000,4029 FORSYTHE DR,4029 FORSYTHE DR,38.00055806,-84.57628809,20065590,Exact Parcel
 10969,2011/12/09 00:00:00.000000000,153 E SIXTH ST,OTHER,CLOSED,2012/01/24 09:58:00.000000000,153 E SIXTH ST,153 E SIXTH ST,38.05286298,-84.48479563,16514700,Exact Parcel
 10970,2011/12/09 00:00:00.000000000,296 BENT BOUGH PL,OTHER,CLOSED,2012/02/08 13:39:00.000000000,296 BENT BOUGH PL,296 BENT BOUGH PL,38.01021699,-84.44278896,25770628,Exact Parcel
 10971,2011/12/13 00:00:00.000000000,212 FOREST PARK RD,NO PERMIT,CLOSED,2011/12/19 11:55:00.000000000,212 FOREST PARK RD,212 FOREST PARK RD,38.02741344,-84.51450292,22534800,Exact Parcel
 10972,2011/12/13 00:00:00.000000000,137 OLD LAFAYETTE AVE,NO PERMIT,CLOSED,2011/12/14 14:59:00.000000000,137 OLD LAFAYETTE AVE,137 OLD LAFAYETTE AVE,38.03635543,-84.48784055,10744554,Exact Parcel
 10973,2011/12/13 00:00:00.000000000,340 SCOTT ST,NO PERMIT,CLOSED,2011/12/29 15:35:00.000000000,340 SCOTT ST,340 SCOTT ST,38.04169853,-84.51002218,13313900,Exact Parcel
 10974,2011/12/13 00:00:00.000000000,123 HALLS LN,OTHER,CLOSED,2012/07/05 11:29:00.000000000,123 HALLS LN,123 HALLS LN,38.05188645,-84.52777197,26148090,Exact Parcel
 10975,2011/12/13 00:00:00.000000000,166 PRESTON AVE,OCCUPANCY ISSUE,CLOSED,2011/12/28 13:37:00.000000000,166 PRESTON AVE,166 PRESTON AVE,38.03186754,-84.47622654,41891200,Exact Parcel
 10976,2011/12/13 00:00:00.000000000,3879 NORTHAMPTON DR,ILLEGAL BUSINESS,CLOSED,2012/02/06 08:41:00.000000000,3879 NORTHAMPTON DR,3879 NORTHAMPTON DR,37.97398384,-84.52001707,21039770,Exact Parcel
