SALEKEY,SALEDT,PRICE,SALETYPE,parcelId,ADDRESS,lat,lng
 337133,2011/10/18 00:00:00.000000000, 46699,FORECLOSURE PROCEEDINGS,14476559,750 SHAKER DR,38.03272972,-84.53136576
 336626,2011/10/18 00:00:00.000000000, 165000,MASTER COMMISSIONER SALE,19319810,4433 JOSIAH WAY,37.96071587,-84.50878814
 336606,2011/10/18 00:00:00.000000000, 95000,MASTER COMMISSIONER SALE,38002800,341 LUCILLE DR,38.09139622,-84.54457313
 336401,2011/10/19 00:00:00.000000000, 1500000,MASTER COMMISSIONER SALE,14340508,2017 DANIEL CT,38.05152248,-84.54873219
 336402,2011/10/19 00:00:00.000000000, 1500000,MASTER COMMISSIONER SALE,14340509,2032 DANIEL CT,38.05110304,-84.5489232
 336403,2011/10/19 00:00:00.000000000, 1500000,MASTER COMMISSIONER SALE,14340510,2040 DANIEL CT,38.05102906,-84.5496211
 336600,2011/10/19 00:00:00.000000000, 60100,MASTER COMMISSIONER SALE,16584600,408 MORRISON AVE,38.05871479,-84.48682939
 336400,2011/10/19 00:00:00.000000000, 1500000,MASTER COMMISSIONER SALE,17284000,1346 VILLAGE DR,38.04943971,-84.54868488
 336614,2011/10/19 00:00:00.000000000, 25000,MASTER COMMISSIONER SALE,19986710,1575 FALCON WOOD WAY,38.13787304,-84.56912255
 336624,2011/10/20 00:00:00.000000000, 56666,MASTER COMMISSIONER SALE,40894600,1033 BIRCH DR,38.08883216,-84.50924516
 336670,2011/10/21 00:00:00.000000000, 60000,FORECLOSURE PROCEEDINGS,16793200,1701 BRYAN STATION RD,38.06130129,-84.46241657
 336450,2011/10/21 00:00:00.000000000, 124300,FORECLOSURE PROCEEDINGS,20122360,4909 ROCKFORD CT,37.98702075,-84.59351967
 336815,2011/10/24 00:00:00.000000000, 150000,MASTER COMMISSIONER SALE,12186400,224 CLAY AVE,38.03398052,-84.4880019
 336882,2011/10/24 00:00:00.000000000, 210000,MASTER COMMISSIONER SALE,12777700,169 LOUISIANA AVE,38.02361297,-84.48497355
 337017,2011/10/25 00:00:00.000000000, 266700,MASTER COMMISSIONER SALE,11858182,903 EDGEWATER DR,37.99755905,-84.46495736
 336744,2011/10/25 00:00:00.000000000, 45000,FORECLOSURE PROCEEDINGS,20016810,439 DARBY CREEK RD,38.00663815,-84.43255635
 336591,2011/10/25 00:00:00.000000000, 72100,FORECLOSURE PROCEEDINGS,20120750,329 CHASE PL,38.00201533,-84.53493282
 336517,2011/10/25 00:00:00.000000000, 97150,FORECLOSURE PROCEEDINGS,38127140,916 WINDING OAK TRL,38.10979376,-84.53911586
 336579,2011/10/26 00:00:00.000000000, 42000,FORECLOSURE PROCEEDINGS,12570400,944 CARNEAL RD,38.05363372,-84.46773253
 337548,2011/10/27 00:00:00.000000000, 85000,MASTER COMMISSIONER SALE,10011020,1117 TURKEY FOOT RD,38.00762403,-84.48979604
 336672,2011/10/27 00:00:00.000000000, 95000,FORECLOSURE PROCEEDINGS,10441225,433 ASBURY LN,38.07783686,-84.47527877
 365015,2011/10/27 00:00:00.000000000, 20000,FORECLOSURE PROCEEDINGS,13231075,251 OSAGE CT,38.0158906,-84.45165246
 337392,2011/10/27 00:00:00.000000000, 63334,MASTER COMMISSIONER SALE,16191550,3721 NIAGARA DR,37.96822177,-84.48000214
 336639,2011/10/27 00:00:00.000000000, 113365,FORECLOSURE PROCEEDINGS,19320690,1237 SPECULATOR CT,37.98398401,-84.56603325
 337054,2011/10/27 00:00:00.000000000, 110000,MASTER COMMISSIONER SALE,24785400,688 SHERIDAN DR,38.02146621,-84.5406777
 336619,2011/10/27 00:00:00.000000000, 121000,FORECLOSURE PROCEEDINGS,38194580,4464 STUART HALL BLVD,37.9807086,-84.40787292
 337122,2011/10/28 00:00:00.000000000, 63535,MASTER COMMISSIONER SALE,10033080,790 SPRING MEADOWS DR,38.02941483,-84.53507301
 341628,2011/10/28 00:00:00.000000000, 40000,MASTER COMMISSIONER SALE,10580900,1705 CHARLESTON CT,38.05193656,-84.43681224
 337024,2011/10/28 00:00:00.000000000, 80000,MASTER COMMISSIONER SALE,19333830,329 SHADOW GLEN CT,38.01470044,-84.44578034
 337082,2011/10/28 00:00:00.000000000, 50000,MASTER COMMISSIONER SALE,23370700,3262 LEESTOWN RD,38.0960054,-84.56488298
 337949,2011/10/28 00:00:00.000000000, 110000,MASTER COMMISSIONER SALE,38018550,216 MOUSAS WAY,38.01091036,-84.44942433
 337950,2011/10/28 00:00:00.000000000, 110000,MASTER COMMISSIONER SALE,38018570,218 MOUSAS WAY,38.01095476,-84.44937814
 336793,2011/10/31 00:00:00.000000000, 59000,FORECLOSURE PROCEEDINGS,10276345,3053 DALE HOLLOW DR,37.98973575,-84.45376192
 336725,2011/10/31 00:00:00.000000000, 230000,FORECLOSURE PROCEEDINGS,19961310,708 CLAYVIS CT,37.9628124,-84.50630685
 336994,2011/10/31 00:00:00.000000000, 90000,MASTER COMMISSIONER SALE,38131600,1405 DAY LILY DR,38.10372256,-84.52991428
 337365,2011/11/01 00:00:00.000000000, 63348,MASTER COMMISSIONER SALE,10777700,362 KING ARTHUR CT,37.98525254,-84.51023092
 337381,2011/11/01 00:00:00.000000000, 45500,FORECLOSURE PROCEEDINGS,16354100,621 RADCLIFFE RD,38.0800238,-84.46812596
 336997,2011/11/01 00:00:00.000000000, 1000000,MASTER COMMISSIONER SALE,20011370,600 PERIMETER DR,37.9962688,-84.46312544
 337385,2011/11/03 00:00:00.000000000, 41000,FORECLOSURE PROCEEDINGS,11171650,1594 MONTROSE DR,38.08028637,-84.47979728
 336960,2011/11/03 00:00:00.000000000, 22000,FORECLOSURE PROCEEDINGS,12956800,276 CASTLEWOOD DR,38.05282239,-84.47513031
 337057,2011/11/03 00:00:00.000000000, 29900,FORECLOSURE PROCEEDINGS,13559300,1218 HIGHLAND PARK DR,38.05098031,-84.46851355
 337265,2011/11/03 00:00:00.000000000, 22000,MASTER COMMISSIONER SALE,13631204,264 DRISCOLL ST,38.05172159,-84.51316188
 337180,2011/11/03 00:00:00.000000000, 68100,FORECLOSURE PROCEEDINGS,13906450,1040 ELMENDORF DR,37.98766372,-84.48835432
 337264,2011/11/03 00:00:00.000000000, 22000,MASTER COMMISSIONER SALE,15874100,266 DRISCOLL ST,38.05165375,-84.51314008
 337026,2011/11/03 00:00:00.000000000, 59500,FORECLOSURE PROCEEDINGS,20279280,3857 TROUT CT,37.96540327,-84.47972746
 337007,2011/11/03 00:00:00.000000000, 168000,FORECLOSURE PROCEEDINGS,38088220,405 LANTANA PARK,37.95871935,-84.51988254
 337042,2011/11/03 00:00:00.000000000, 171000,FORECLOSURE PROCEEDINGS,38179950,1096 STONECROP DR,37.98852343,-84.39581728
 337712,2011/11/04 00:00:00.000000000, 110100,MASTER COMMISSIONER SALE,19337380,1280 COLORADO RD,38.01444102,-84.41104909
 337110,2011/11/04 00:00:00.000000000, 145000,MASTER COMMISSIONER SALE,38121320,3289 SCOTTISH TRCE,38.02161783,-84.39770396
 337009,2011/11/04 00:00:00.000000000, 39900,FORECLOSURE PROCEEDINGS,46328900,108 LONETA AVE,38.06304561,-84.47005946
 338791,2011/11/07 00:00:00.000000000, 48199,FORECLOSURE PROCEEDINGS,11776350,645 LISA CT,38.08454961,-84.46122431
 336995,2011/11/07 00:00:00.000000000, 84000,MASTER COMMISSIONER SALE,15085473,331 S EAGLE CREEK DR,37.99333367,-84.45045999
 337123,2011/11/08 00:00:00.000000000, 130000,MASTER COMMISSIONER SALE,25921450,3812 GRASSY CREEK DR,37.98415033,-84.55617261
 337109,2011/11/09 00:00:00.000000000, 47700,FORECLOSURE PROCEEDINGS,10026060,462 DARBY CREEK RD,38.00668295,-84.43098213
 337521,2011/11/09 00:00:00.000000000, 91000,FORECLOSURE PROCEEDINGS,10129100,3605 BOLD BIDDER DR,37.97808446,-84.47300821
 337621,2011/11/09 00:00:00.000000000, 115000,MASTER COMMISSIONER SALE,19985890,265 MASTERSON STATION DR,38.09296238,-84.54759452
 337289,2011/11/09 00:00:00.000000000, 85000,MASTER COMMISSIONER SALE,38032100,164 CLOVER VALLEY DR,38.08165751,-84.55174829
 337522,2011/11/09 00:00:00.000000000, 75000,MASTER COMMISSIONER SALE,38039560,2413 JUSTIN PL,38.02006279,-84.44167251
 337000,2011/11/09 00:00:00.000000000, 141500,FORECLOSURE PROCEEDINGS,44238200,283 LINCOLN AVE,38.0353344,-84.47401982
 337087,2011/11/11 00:00:00.000000000, 67900,FORECLOSURE PROCEEDINGS,16783001,3504 NEWPORT DR,37.98700007,-84.48994185
 337634,2011/11/11 00:00:00.000000000, 119000,FORECLOSURE PROCEEDINGS,52561000,1674 TRAVELLER RD,38.04213361,-84.55309047
 337052,2011/11/15 00:00:00.000000000, 2000,FORECLOSURE PROCEEDINGS,40575600,1407 HIGHLAWN AVE,38.06079914,-84.47089544
 337053,2011/11/15 00:00:00.000000000, 15000,FORECLOSURE PROCEEDINGS,46831000,1417 HIGHLAWN AVE,38.06110381,-84.47038299
 339694,2011/11/17 00:00:00.000000000, 48000,MASTER COMMISSIONER SALE,41187400,316 RICHMOND AVE,38.03700026,-84.47510444
 337414,2011/11/18 00:00:00.000000000, 60300,FORECLOSURE PROCEEDINGS,12216000,1930 WICKLAND DR,38.06830804,-84.45053954
 338632,2011/11/18 00:00:00.000000000, 30000,FORECLOSURE PROCEEDINGS,15347725,386 LYNNWOOD CT,38.01472487,-84.44480956
 337188,2011/11/18 00:00:00.000000000, 155000,FORECLOSURE PROCEEDINGS,20053580,1068 TANBARK RD,37.96510279,-84.49322616
 337234,2011/11/18 00:00:00.000000000, 116434,FORECLOSURE PROCEEDINGS,22918501,4228 CLEMENS DR,37.99116033,-84.57623505
 338105,2011/11/21 00:00:00.000000000, 60100,MASTER COMMISSIONER SALE,17200800,1889 WICKLAND DR,38.06749297,-84.45261033
 340093,2011/11/21 00:00:00.000000000, 77000,MASTER COMMISSIONER SALE,19324440,736 ORLEAN CIR,37.99612282,-84.45506677
 337320,2011/11/21 00:00:00.000000000, 95000,FORECLOSURE PROCEEDINGS,20020650,3829 FOREST GREEN DR,37.969542,-84.50435557
 338270,2011/11/21 00:00:00.000000000, 95000,MASTER COMMISSIONER SALE,38025880,2105 CORIANDER LN,38.04678443,-84.42875829
 338281,2011/11/21 00:00:00.000000000, 48100,MASTER COMMISSIONER SALE,42780356,374 PRESTON AVE,38.03617323,-84.46990824
 337272,2011/11/23 00:00:00.000000000, 63500,FORECLOSURE PROCEEDINGS,20006970,3309 VALWOOD CT,37.97401454,-84.46568216
 337244,2011/11/23 00:00:00.000000000, 114750,FORECLOSURE PROCEEDINGS,20089660,4077 HILLSIDE DR,37.97108454,-84.55181452
 337298,2011/11/23 00:00:00.000000000, 122000,FORECLOSURE PROCEEDINGS,26003000,3284 LEESTOWN RD,38.09665856,-84.56547583
 337778,2011/11/23 00:00:00.000000000, 204000,FORECLOSURE PROCEEDINGS,38153680,4504 WINDSTAR WAY,37.9565454,-84.51208697
 337312,2011/11/23 00:00:00.000000000, 85000,FORECLOSURE PROCEEDINGS,38171120,2576 ROCKAWAY PL,38.0982027,-84.53613855
 337487,2011/11/23 00:00:00.000000000, 49900,FORECLOSURE PROCEEDINGS,46723800,1056 HUDSON AVE,38.08933982,-84.50743965
 337489,2011/11/28 00:00:00.000000000, 90000,MASTER COMMISSIONER SALE,10276663,3224 MIRROR LAKE DR,37.97605033,-84.46269489
 337344,2011/11/28 00:00:00.000000000, 56025,FORECLOSURE PROCEEDINGS,14628325,1287 MERMAN DR,37.97712986,-84.48322131
 337274,2011/11/28 00:00:00.000000000, 42000,FORECLOSURE PROCEEDINGS,14900900,1834 BALFOUR DR,38.089541,-84.48279175
 338056,2011/11/28 00:00:00.000000000, 75000,MASTER COMMISSIONER SALE,16956350,2091 REGENCY RD,38.00963942,-84.52417224
 337386,2011/11/28 00:00:00.000000000, 104000,MASTER COMMISSIONER SALE,19337460,1212 RED STONE DR,38.01377387,-84.40997583
 337301,2011/11/28 00:00:00.000000000, 72000,FORECLOSURE PROCEEDINGS,20002220,2140 FT HARRODS DR,38.01366231,-84.56968257
 337434,2011/11/28 00:00:00.000000000, 61900,MASTER COMMISSIONER SALE,20031300,550 DARBY CREEK RD,38.00870935,-84.42886475
 337488,2011/11/28 00:00:00.000000000, 72000,MASTER COMMISSIONER SALE,38064280,848 SUGARCANE WAY,38.08525717,-84.50704878
 337509,2011/11/28 00:00:00.000000000, 84000,FORECLOSURE PROCEEDINGS,38071500,1936 SANDERSVILLE RD,38.08637415,-84.50738883
 337286,2011/11/28 00:00:00.000000000, 23700,FORECLOSURE PROCEEDINGS,43329900,318 OWSLEY AVE,38.03598544,-84.47380713
 337308,2011/11/29 00:00:00.000000000, 42500,FORECLOSURE PROCEEDINGS,21546125,639 GOLFVIEW DR,38.03935994,-84.52648399
 338200,2011/11/29 00:00:00.000000000, 137859,MASTER COMMISSIONER SALE,26222600,269 HILL N DALE RD,38.00924058,-84.5302599
 337371,2011/11/30 00:00:00.000000000, 49900,FORECLOSURE PROCEEDINGS,17217000,1098 REDWOOD DR,38.08259751,-84.50334183
 337464,2011/11/30 00:00:00.000000000, 48025,MASTER COMMISSIONER SALE,24538700,427 SHAWNEE AVE,38.05782643,-84.46756467
 337478,2011/11/30 00:00:00.000000000, 125000,FORECLOSURE PROCEEDINGS,38128170,1044 WINDING OAK TRL,38.1082992,-84.54234254
 338721,2011/12/01 00:00:00.000000000, 100000,MASTER COMMISSIONER SALE,20024580,3509 GALT CT,37.96982011,-84.47025079
 337444,2011/12/02 00:00:00.000000000, 48000,FORECLOSURE PROCEEDINGS,10276358,2916 MT MCKINLEY WAY,37.98137526,-84.46138978
 337500,2011/12/02 00:00:00.000000000, 93500,MASTER COMMISSIONER SALE,25813900,829 CELIA LN,38.03813411,-84.53532635
 337620,2011/12/02 00:00:00.000000000, 112500,FORECLOSURE PROCEEDINGS,38010080,557 RHODORA RIDGE,37.98358854,-84.49967396
 337452,2011/12/02 00:00:00.000000000, 194000,FORECLOSURE PROCEEDINGS,38019280,4824 CLIFFORD CIR,37.95950075,-84.48364215
 337680,2011/12/05 00:00:00.000000000, 26700,MASTER COMMISSIONER SALE,12237850,196 HEDGEWOOD CT,38.01392731,-84.44948883
 337653,2011/12/05 00:00:00.000000000, 66700,MASTER COMMISSIONER SALE,25921800,211 LINWOOD DR,38.04960566,-84.5356912
 339395,2011/12/05 00:00:00.000000000, 84000,MASTER COMMISSIONER SALE,26852100,4106 WINNEPEG WAY,37.96956633,-84.52458817
 338373,2011/12/05 00:00:00.000000000, 114000,MASTER COMMISSIONER SALE,38113570,3056 NEW RIVER PL,38.08470652,-84.56421915
 337612,2011/12/06 00:00:00.000000000, 42700,MASTER COMMISSIONER SALE,12816000,133 CARLISLE AVE,38.06054507,-84.47509734
 337472,2011/12/06 00:00:00.000000000, 525000,FORECLOSURE PROCEEDINGS,13707852,201 LAKESHORE DR,38.01868566,-84.47011629
 337473,2011/12/06 00:00:00.000000000, 525000,FORECLOSURE PROCEEDINGS,13707853,209 LAKESHORE DR,38.0184259,-84.47027141
 343859,2011/12/06 00:00:00.000000000, 104000,MASTER COMMISSIONER SALE,20026130,3880 FOREST GREEN DR,37.96806944,-84.5060331
 337827,2011/12/06 00:00:00.000000000, 72000,MASTER COMMISSIONER SALE,38163440,300 JOHNS TURN TRL,37.97768647,-84.53774648
 337655,2011/12/07 00:00:00.000000000, 66700,MASTER COMMISSIONER SALE,12322600,829 DARLEY DR,38.0495865,-84.47018453
 337770,2011/12/07 00:00:00.000000000, 384900,FORECLOSURE PROCEEDINGS,13632700,316 COLONY BLVD,38.02162939,-84.48885233
 337588,2011/12/07 00:00:00.000000000, 53000,FORECLOSURE PROCEEDINGS,15128500,597 HI CREST DR,38.05905462,-84.44916132
 338058,2011/12/07 00:00:00.000000000, 168000,MASTER COMMISSIONER SALE,19984450,793 LAUREL HILL RD,38.0334475,-84.53339419
 337538,2011/12/07 00:00:00.000000000, 60000,MASTER COMMISSIONER SALE,25834200,652 ST ANTHONY DR,38.05683073,-84.4460652
 338166,2011/12/08 00:00:00.000000000, 150000,FORECLOSURE PROCEEDINGS,20136320,4013 CLEARWATER WAY,37.96912579,-84.51292771
 338558,2011/12/08 00:00:00.000000000, 270700,FORECLOSURE PROCEEDINGS,38123560,396 HAYS BLVD,37.98354767,-84.41086085
 337606,2011/12/09 00:00:00.000000000, 45000,FORECLOSURE PROCEEDINGS,13238450,3608 NILES DR,37.97671393,-84.48484247
 337617,2011/12/09 00:00:00.000000000, 47000,FORECLOSURE PROCEEDINGS,16398800,1103 REDWOOD DR,38.08309551,-84.50350018
 338119,2011/12/09 00:00:00.000000000, 102000,MASTER COMMISSIONER SALE,38185880,3269 CREEK PATH LN,38.10973525,-84.52404325
 338472,2011/12/12 00:00:00.000000000, 162364,MASTER COMMISSIONER SALE,10024200,1492 PINE MEADOW RD,38.04387952,-84.53505407
 337955,2011/12/12 00:00:00.000000000, 42000,FORECLOSURE PROCEEDINGS,11747900,463 ERIE RD,38.07264432,-84.51342385
 337613,2011/12/12 00:00:00.000000000, 85000,FORECLOSURE PROCEEDINGS,13943000,1215 GAINESWAY DR,37.98949951,-84.48126285
 339001,2011/12/12 00:00:00.000000000, 73335,MASTER COMMISSIONER SALE,15914300,713 PARKSIDE DR,38.08864501,-84.46103523
 337912,2011/12/12 00:00:00.000000000, 98000,FORECLOSURE PROCEEDINGS,19338210,864 GERARDI RD,38.02403768,-84.43604494
 338108,2011/12/12 00:00:00.000000000, 700000,FORECLOSURE PROCEEDINGS,21524800,2401 OLD FRANKFORT PIKE,38.07139657,-84.55355874
 337652,2011/12/13 00:00:00.000000000, 45122,FORECLOSURE PROCEEDINGS,10005340,3717 APPIAN WAY,37.97457929,-84.49235299
 337651,2011/12/13 00:00:00.000000000, 52001,FORECLOSURE PROCEEDINGS,16283200,2484 WANDA CT,38.0888101,-84.44533606
 337579,2011/12/13 00:00:00.000000000, 109600,FORECLOSURE PROCEEDINGS,23996710,3937 GLADMAN WAY,37.99452695,-84.57550652
 338482,2011/12/14 00:00:00.000000000, 81000,MASTER COMMISSIONER SALE,16598100,2032 LARKSPUR DR,38.02705977,-84.54405159
 337718,2011/12/14 00:00:00.000000000, 199000,FORECLOSURE PROCEEDINGS,38179750,4142 TRADITION WAY,37.98468477,-84.42079537
 337647,2011/12/14 00:00:00.000000000, 85000,FORECLOSURE PROCEEDINGS,38222270,1029 MONARCH ST,38.02109105,-84.55570729
 337628,2011/12/14 00:00:00.000000000, 68150,FORECLOSURE PROCEEDINGS,40852400,314 RICHMOND AVE,38.0369325,-84.4752147
 338561,2011/12/15 00:00:00.000000000, 45100,FORECLOSURE PROCEEDINGS,14328400,3732 RED RIVER DR,37.96926554,-84.4843211
 339002,2011/12/15 00:00:00.000000000, 91000,MASTER COMMISSIONER SALE,16792800,1915 PORT ROYAL CT,38.04592291,-84.54918506
 338133,2011/12/15 00:00:00.000000000, 144192,MASTER COMMISSIONER SALE,19963110,2813 STYX CT,37.97031753,-84.48132715
 337975,2011/12/15 00:00:00.000000000, 40100,FORECLOSURE PROCEEDINGS,45176000,275 LINCOLN AVE,38.03515733,-84.47428051
 338586,2011/12/16 00:00:00.000000000, 45699,FORECLOSURE PROCEEDINGS,10005230,1012 REILUS CT,37.97482649,-84.49327339
 337753,2011/12/16 00:00:00.000000000, 167000,FORECLOSURE PROCEEDINGS,19976560,404 AMBERLEY DR,37.96294639,-84.52437117
 337958,2011/12/16 00:00:00.000000000, 60000,MASTER COMMISSIONER SALE,38039020,476 SCOTTSDALE CIR,38.0755724,-84.47654961
 338117,2011/12/16 00:00:00.000000000, 75000,FORECLOSURE PROCEEDINGS,38039560,2413 JUSTIN PL,38.02006279,-84.44167251
 338562,2011/12/16 00:00:00.000000000, 333100,MASTER COMMISSIONER SALE,38055700,3201 RIDGECANE RD,38.02001412,-84.57124048
 338212,2011/12/19 00:00:00.000000000, 48600,MASTER COMMISSIONER SALE,15950100,2055 DEAUVILLE DR,38.05399147,-84.54714288
 338368,2011/12/19 00:00:00.000000000, 130000,MASTER COMMISSIONER SALE,19328920,1124 FOUR WYNDS TRL,37.95956752,-84.48983829
 337821,2011/12/20 00:00:00.000000000, 69901,FORECLOSURE PROCEEDINGS,10741900,185 ST MARGARET DR,38.02402739,-84.46350141
 338374,2011/12/20 00:00:00.000000000, 114000,FORECLOSURE PROCEEDINGS,13600700,3304 HIGH HOPE RD,37.99106452,-84.47717841
 337754,2011/12/20 00:00:00.000000000, 44000,FORECLOSURE PROCEEDINGS,26026000,609 ADDISON AVE,38.03966129,-84.52522442
 338120,2011/12/20 00:00:00.000000000, 130000,FORECLOSURE PROCEEDINGS,38185880,3269 CREEK PATH LN,38.10973525,-84.52404325
 337942,2011/12/21 00:00:00.000000000, 36500,FORECLOSURE PROCEEDINGS,15574350,154 AVON AVE,38.05745085,-84.47726445
 339072,2011/12/21 00:00:00.000000000, 153000,FORECLOSURE PROCEEDINGS,19329410,972 TANBARK RD,37.96114468,-84.4910987
 337816,2011/12/21 00:00:00.000000000, 88000,MASTER COMMISSIONER SALE,38065290,208 SPRINTERS TRL,38.07869086,-84.55082842
 338135,2011/12/22 00:00:00.000000000, 150000,FORECLOSURE PROCEEDINGS,19320300,1104 MORNING SIDE DR,38.00725281,-84.40768049
 338277,2011/12/22 00:00:00.000000000, 65000,MASTER COMMISSIONER SALE,38033020,2525 CRUSADERS WAY,38.03029472,-84.44527646
 338076,2011/12/27 00:00:00.000000000, 61119,FORECLOSURE PROCEEDINGS,10276527,3300 SHOAL LAKE DR,37.98671078,-84.45542568
 338083,2011/12/27 00:00:00.000000000, 140000,FORECLOSURE PROCEEDINGS,12186400,224 CLAY AVE,38.03398052,-84.4880019
 338075,2011/12/27 00:00:00.000000000, 94002,FORECLOSURE PROCEEDINGS,20654909,1309 POST OAK RD,37.99120229,-84.46660197
 338003,2011/12/27 00:00:00.000000000, 135000,FORECLOSURE PROCEEDINGS,38150950,3932 PINE RIDGE WAY,37.98169328,-84.56333514
 338369,2011/12/28 00:00:00.000000000, 61334,MASTER COMMISSIONER SALE,20034670,3445 FEATHERIDGE DR,37.96829891,-84.46411275
 338189,2011/12/28 00:00:00.000000000, 122000,FORECLOSURE PROCEEDINGS,20123130,4516 PENTLALLA PT,37.96197424,-84.48945369
 340167,2011/12/29 00:00:00.000000000, 40001,MASTER COMMISSIONER SALE,11572600,1567 MONTROSE DR,38.07984192,-84.48133243
 338350,2011/12/29 00:00:00.000000000, 41900,FORECLOSURE PROCEEDINGS,13278200,1910 WESTMINSTER DR,38.05075884,-84.54187689
 339442,2011/12/29 00:00:00.000000000, 450000,FORECLOSURE PROCEEDINGS,20070140,2409 CHINQUAPIN LN,38.04034495,-84.56085016
 338017,2011/12/29 00:00:00.000000000, 65000,FORECLOSURE PROCEEDINGS,20277105,3365 SMOKY MOUNTAIN DR,37.97734077,-84.45679769
 338370,2011/12/29 00:00:00.000000000, 75000,MASTER COMMISSIONER SALE,38122980,368 SCOTTSDALE CIR,38.07669761,-84.4786325
 338272,2011/12/29 00:00:00.000000000, 101000,MASTER COMMISSIONER SALE,38208730,380 S UPPER ST,38.04430207,-84.50174432
 338087,2011/12/30 00:00:00.000000000, 50600,FORECLOSURE PROCEEDINGS,14476443,750 SHAKER DR,38.0321667,-84.5324415
 338218,2011/12/30 00:00:00.000000000, 87000,FORECLOSURE PROCEEDINGS,21064300,1700 CLAYS MILL RD,38.02884824,-84.52915611
 339502,2011/12/30 00:00:00.000000000, 69900,FORECLOSURE PROCEEDINGS,26094100,172 BEVERLY AVE,38.07463122,-84.45023917
 338353,2011/12/30 00:00:00.000000000, 152500,FORECLOSURE PROCEEDINGS,38002430,317 MASTERSON STATION DR,38.093812,-84.54511389
 338276,2011/12/30 00:00:00.000000000, 118000,FORECLOSURE PROCEEDINGS,38202150,145 ROBINSON WAY,38.08393373,-84.5474374
 338171,2012/01/03 00:00:00.000000000, 45922,FORECLOSURE PROCEEDINGS,10839466,1259 TRENT BLVD,37.97103048,-84.48289059
 338203,2012/01/03 00:00:00.000000000, 109000,FORECLOSURE PROCEEDINGS,19967010,2908 WOODBROOK CT,38.09371632,-84.54919014
 342221,2012/01/03 00:00:00.000000000, 52699,FORECLOSURE PROCEEDINGS,25770673,489 LARKWOOD DR,38.01236626,-84.44375577
 338485,2012/01/04 00:00:00.000000000, 117606,MASTER COMMISSIONER SALE,10276337,3021 DALE HOLLOW DR,37.98792373,-84.45284989
 340428,2012/01/04 00:00:00.000000000, 36668,MASTER COMMISSIONER SALE,12310400,440 MICHIGAN ST,38.06287108,-84.50340679
 338175,2012/01/04 00:00:00.000000000, 70000,FORECLOSURE PROCEEDINGS,16032200,1892 RADCLIFFE CT,38.08351592,-84.46446662
 338910,2012/01/04 00:00:00.000000000, 82371,MASTER COMMISSIONER SALE,16844400,2412 LA ROCHELLE RD,38.05024418,-84.55621895
 338540,2012/01/04 00:00:00.000000000, 155000,MASTER COMMISSIONER SALE,20025690,1020 TURNBRIDGE RD,37.9559512,-84.49153244
 338541,2012/01/04 00:00:00.000000000, 62000,MASTER COMMISSIONER SALE,20103880,3920 LAUREN WAY,37.97247966,-84.51293074
 338738,2012/01/04 00:00:00.000000000, 45000,MASTER COMMISSIONER SALE,20279235,3829 NIAGARA DR,37.96761148,-84.48420911
 339058,2012/01/05 00:00:00.000000000, 92000,FORECLOSURE PROCEEDINGS,20020480,3848 FOREST GREEN DR,37.968478,-84.50426069
 338364,2012/01/05 00:00:00.000000000, 141000,MASTER COMMISSIONER SALE,20542254,401 BLUE SKY PKWY,37.96500619,-84.37459348
 338224,2012/01/05 00:00:00.000000000, 32500,FORECLOSURE PROCEEDINGS,24538700,427 SHAWNEE AVE,38.05782643,-84.46756467
 338206,2012/01/06 00:00:00.000000000, 22500,FORECLOSURE PROCEEDINGS,12803300,1662 COSTIGAN DR,38.09316928,-84.47848345
 338570,2012/01/06 00:00:00.000000000, 93434,MASTER COMMISSIONER SALE,14646100,1053 CROSS KEYS RD,38.04024553,-84.54985112
 338248,2012/01/06 00:00:00.000000000, 4100000,FORECLOSURE PROCEEDINGS,16293500,3565 TATES CREEK RD,37.98516529,-84.49510519
 338484,2012/01/06 00:00:00.000000000, 210000,MASTER COMMISSIONER SALE,20071940,4665 SARON DR,37.95164674,-84.4918761
 340026,2012/01/06 00:00:00.000000000, 0,MASTER COMMISSIONER SALE,20120940,348 CHASE PL,38.00177258,-84.53570056
 338615,2012/01/06 00:00:00.000000000, 85000,MASTER COMMISSIONER SALE,23796300,2371 TUCSON DR,38.01713568,-84.54244462
 338511,2012/01/06 00:00:00.000000000, 130000,MASTER COMMISSIONER SALE,38006950,356 VALLEY BROOK DR,38.09711673,-84.54470714
 338670,2012/01/10 00:00:00.000000000, 19000,MASTER COMMISSIONER SALE,10019690,412 GLEN ARVIN AVE,38.06428165,-84.5053966
 342454,2012/01/10 00:00:00.000000000, 80100,MASTER COMMISSIONER SALE,10276369,3229 CATSKILL CT,37.98086294,-84.45945797
 338398,2012/01/10 00:00:00.000000000, 1625000,FORECLOSURE PROCEEDINGS,12780358,1029 CROSS KEYS RD,38.03927303,-84.54797482
 338399,2012/01/10 00:00:00.000000000, 1625000,FORECLOSURE PROCEEDINGS,12780359,1025 CROSS KEYS RD,38.03906305,-84.54782464
 338400,2012/01/10 00:00:00.000000000, 1625000,FORECLOSURE PROCEEDINGS,12780360,1021 CROSS KEYS RD,38.03885662,-84.54763112
 338396,2012/01/10 00:00:00.000000000, 1625000,FORECLOSURE PROCEEDINGS,13825800,1037 CROSS KEYS RD,38.03970592,-84.5483495
