SALEKEY,SALEDT,ADDRESS,PRICE,SALEVAL,parcelId,lat,lng
 337478,2011/11/30 00:00:00.000000000,1044 WINDING OAK TRL, 125000,12,38128170,-84.54234254,38.1082992
 338721,2011/12/01 00:00:00.000000000,3509 GALT CT, 100000,14,20024580,-84.47025079,37.96982011
 337444,2011/12/02 00:00:00.000000000,2916 MT MCKINLEY WAY, 48000,12,10276358,-84.46138978,37.98137526
 337500,2011/12/02 00:00:00.000000000,829 CELIA LN, 93500,14,25813900,-84.53532635,38.03813411
 337620,2011/12/02 00:00:00.000000000,557 RHODORA RIDGE, 112500,12,38010080,-84.49967396,37.98358854
 337452,2011/12/02 00:00:00.000000000,4824 CLIFFORD CIR, 194000,12,38019280,-84.48364215,37.95950075
 337680,2011/12/05 00:00:00.000000000,196 HEDGEWOOD CT, 26700,14,12237850,-84.44948883,38.01392731
 337653,2011/12/05 00:00:00.000000000,211 LINWOOD DR, 66700,14,25921800,-84.5356912,38.04960566
 339395,2011/12/05 00:00:00.000000000,4106 WINNEPEG WAY, 84000,14,26852100,-84.52458817,37.96956633
 338373,2011/12/05 00:00:00.000000000,3056 NEW RIVER PL, 114000,14,38113570,-84.56421915,38.08470652
 337612,2011/12/06 00:00:00.000000000,133 CARLISLE AVE, 42700,14,12816000,-84.47509734,38.06054507
 337472,2011/12/06 00:00:00.000000000,201 LAKESHORE DR, 525000,12,13707852,-84.47011629,38.01868566
 337473,2011/12/06 00:00:00.000000000,209 LAKESHORE DR, 525000,12,13707853,-84.47027141,38.0184259
 343859,2011/12/06 00:00:00.000000000,3880 FOREST GREEN DR, 104000,14,20026130,-84.5060331,37.96806944
 337827,2011/12/06 00:00:00.000000000,300 JOHNS TURN TRL, 72000,14,38163440,-84.53774648,37.97768647
 337655,2011/12/07 00:00:00.000000000,829 DARLEY DR, 66700,14,12322600,-84.47018453,38.0495865
 337770,2011/12/07 00:00:00.000000000,316 COLONY BLVD, 384900,12,13632700,-84.48885233,38.02162939
 337588,2011/12/07 00:00:00.000000000,597 HI CREST DR, 53000,12,15128500,-84.44916132,38.05905462
 338058,2011/12/07 00:00:00.000000000,793 LAUREL HILL RD, 168000,14,19984450,-84.53339419,38.0334475
 337538,2011/12/07 00:00:00.000000000,652 ST ANTHONY DR, 60000,14,25834200,-84.4460652,38.05683073
 338166,2011/12/08 00:00:00.000000000,4013 CLEARWATER WAY, 150000,12,20136320,-84.51292771,37.96912579
 338558,2011/12/08 00:00:00.000000000,396 HAYS BLVD, 270700,12,38123560,-84.41086085,37.98354767
 337606,2011/12/09 00:00:00.000000000,3608 NILES DR, 45000,12,13238450,-84.48484247,37.97671393
 337617,2011/12/09 00:00:00.000000000,1103 REDWOOD DR, 47000,12,16398800,-84.50350018,38.08309551
 338119,2011/12/09 00:00:00.000000000,3269 CREEK PATH LN, 102000,14,38185880,-84.52404325,38.10973525
 338472,2011/12/12 00:00:00.000000000,1492 PINE MEADOW RD, 162364,14,10024200,-84.53505407,38.04387952
 337955,2011/12/12 00:00:00.000000000,463 ERIE RD, 42000,12,11747900,-84.51342385,38.07264432
 337613,2011/12/12 00:00:00.000000000,1215 GAINESWAY DR, 85000,12,13943000,-84.48126285,37.98949951
 339001,2011/12/12 00:00:00.000000000,713 PARKSIDE DR, 73335,14,15914300,-84.46103523,38.08864501
 337912,2011/12/12 00:00:00.000000000,864 GERARDI RD, 98000,12,19338210,-84.43604494,38.02403768
 338108,2011/12/12 00:00:00.000000000,2401 OLD FRANKFORT PIKE, 700000,12,21524800,-84.55355874,38.07139657
 337652,2011/12/13 00:00:00.000000000,3717 APPIAN WAY, 45122,12,10005340,-84.49235299,37.97457929
 337651,2011/12/13 00:00:00.000000000,2484 WANDA CT, 52001,12,16283200,-84.44533606,38.0888101
 337579,2011/12/13 00:00:00.000000000,3937 GLADMAN WAY, 109600,12,23996710,-84.57550652,37.99452695
 338482,2011/12/14 00:00:00.000000000,2032 LARKSPUR DR, 81000,14,16598100,-84.54405159,38.02705977
 337718,2011/12/14 00:00:00.000000000,4142 TRADITION WAY, 199000,12,38179750,-84.42079537,37.98468477
 337647,2011/12/14 00:00:00.000000000,1029 MONARCH ST, 85000,12,38222270,-84.55570729,38.02109105
 337628,2011/12/14 00:00:00.000000000,314 RICHMOND AVE, 68150,12,40852400,-84.4752147,38.0369325
 338561,2011/12/15 00:00:00.000000000,3732 RED RIVER DR, 45100,12,14328400,-84.4843211,37.96926554
 339002,2011/12/15 00:00:00.000000000,1915 PORT ROYAL CT, 91000,14,16792800,-84.54918506,38.04592291
 338133,2011/12/15 00:00:00.000000000,2813 STYX CT, 144192,14,19963110,-84.48132715,37.97031753
 337975,2011/12/15 00:00:00.000000000,275 LINCOLN AVE, 40100,12,45176000,-84.47428051,38.03515733
 338586,2011/12/16 00:00:00.000000000,1012 REILUS CT, 45699,12,10005230,-84.49327339,37.97482649
 337753,2011/12/16 00:00:00.000000000,404 AMBERLEY DR, 167000,12,19976560,-84.52437117,37.96294639
 337958,2011/12/16 00:00:00.000000000,476 SCOTTSDALE CIR, 60000,14,38039020,-84.47654961,38.0755724
 338117,2011/12/16 00:00:00.000000000,2413 JUSTIN PL, 75000,12,38039560,-84.44167251,38.02006279
 338562,2011/12/16 00:00:00.000000000,3201 RIDGECANE RD, 333100,14,38055700,-84.57124048,38.02001412
 338212,2011/12/19 00:00:00.000000000,2055 DEAUVILLE DR, 48600,14,15950100,-84.54714288,38.05399147
 338368,2011/12/19 00:00:00.000000000,1124 FOUR WYNDS TRL, 130000,14,19328920,-84.48983829,37.95956752
 337821,2011/12/20 00:00:00.000000000,185 ST MARGARET DR, 69901,12,10741900,-84.46350141,38.02402739
 338374,2011/12/20 00:00:00.000000000,3304 HIGH HOPE RD, 114000,12,13600700,-84.47717841,37.99106452
 337754,2011/12/20 00:00:00.000000000,609 ADDISON AVE, 44000,12,26026000,-84.52522442,38.03966129
 338120,2011/12/20 00:00:00.000000000,3269 CREEK PATH LN, 130000,12,38185880,-84.52404325,38.10973525
 337942,2011/12/21 00:00:00.000000000,154 AVON AVE, 36500,12,15574350,-84.47726445,38.05745085
 339072,2011/12/21 00:00:00.000000000,972 TANBARK RD, 153000,12,19329410,-84.4910987,37.96114468
 337816,2011/12/21 00:00:00.000000000,208 SPRINTERS TRL, 88000,14,38065290,-84.55082842,38.07869086
 338135,2011/12/22 00:00:00.000000000,1104 MORNING SIDE DR, 150000,12,19320300,-84.40768049,38.00725281
 338277,2011/12/22 00:00:00.000000000,2525 CRUSADERS WAY, 65000,14,38033020,-84.44527646,38.03029472
 338076,2011/12/27 00:00:00.000000000,3300 SHOAL LAKE DR, 61119,12,10276527,-84.45542568,37.98671078
 338083,2011/12/27 00:00:00.000000000,224 CLAY AVE, 140000,12,12186400,-84.4880019,38.03398052
 338075,2011/12/27 00:00:00.000000000,1309 POST OAK RD, 94002,12,20654909,-84.46660197,37.99120229
 338003,2011/12/27 00:00:00.000000000,3932 PINE RIDGE WAY, 135000,12,38150950,-84.56333514,37.98169328
 338369,2011/12/28 00:00:00.000000000,3445 FEATHERIDGE DR, 61334,14,20034670,-84.46411275,37.96829891
 338189,2011/12/28 00:00:00.000000000,4516 PENTLALLA PT, 122000,12,20123130,-84.48945369,37.96197424
 340167,2011/12/29 00:00:00.000000000,1567 MONTROSE DR, 40001,14,11572600,-84.48133243,38.07984192
 338350,2011/12/29 00:00:00.000000000,1910 WESTMINSTER DR, 41900,12,13278200,-84.54187689,38.05075884
 339442,2011/12/29 00:00:00.000000000,2409 CHINQUAPIN LN, 450000,12,20070140,-84.56085016,38.04034495
 338017,2011/12/29 00:00:00.000000000,3365 SMOKY MOUNTAIN DR, 65000,12,20277105,-84.45679769,37.97734077
 338370,2011/12/29 00:00:00.000000000,368 SCOTTSDALE CIR, 75000,14,38122980,-84.4786325,38.07669761
 338272,2011/12/29 00:00:00.000000000,380 S UPPER ST, 101000,14,38208730,-84.50174432,38.04430207
 338087,2011/12/30 00:00:00.000000000,750 SHAKER DR, 50600,12,14476443,-84.5324415,38.0321667
 338218,2011/12/30 00:00:00.000000000,1700 CLAYS MILL RD, 87000,12,21064300,-84.52915611,38.02884824
 339502,2011/12/30 00:00:00.000000000,172 BEVERLY AVE, 69900,12,26094100,-84.45023917,38.07463122
 338353,2011/12/30 00:00:00.000000000,317 MASTERSON STATION DR, 152500,12,38002430,-84.54511389,38.093812
 338276,2011/12/30 00:00:00.000000000,145 ROBINSON WAY, 118000,12,38202150,-84.5474374,38.08393373
 338171,2012/01/03 00:00:00.000000000,1259 TRENT BLVD, 45922,12,10839466,-84.48289059,37.97103048
 338203,2012/01/03 00:00:00.000000000,2908 WOODBROOK CT, 109000,12,19967010,-84.54919014,38.09371632
 342221,2012/01/03 00:00:00.000000000,489 LARKWOOD DR, 52699,12,25770673,-84.44375577,38.01236626
 338485,2012/01/04 00:00:00.000000000,3021 DALE HOLLOW DR, 117606,14,10276337,-84.45284989,37.98792373
 340428,2012/01/04 00:00:00.000000000,440 MICHIGAN ST, 36668,14,12310400,-84.50340679,38.06287108
 338175,2012/01/04 00:00:00.000000000,1892 RADCLIFFE CT, 70000,12,16032200,-84.46446662,38.08351592
 338910,2012/01/04 00:00:00.000000000,2412 LA ROCHELLE RD, 82371,14,16844400,-84.55621895,38.05024418
 338540,2012/01/04 00:00:00.000000000,1020 TURNBRIDGE RD, 155000,14,20025690,-84.49153244,37.9559512
 338541,2012/01/04 00:00:00.000000000,3920 LAUREN WAY, 62000,14,20103880,-84.51293074,37.97247966
 338738,2012/01/04 00:00:00.000000000,3829 NIAGARA DR, 45000,14,20279235,-84.48420911,37.96761148
 339058,2012/01/05 00:00:00.000000000,3848 FOREST GREEN DR, 92000,12,20020480,-84.50426069,37.968478
 338364,2012/01/05 00:00:00.000000000,401 BLUE SKY PKWY, 141000,14,20542254,-84.37459348,37.96500619
 338224,2012/01/05 00:00:00.000000000,427 SHAWNEE AVE, 32500,12,24538700,-84.46756467,38.05782643
 338206,2012/01/06 00:00:00.000000000,1662 COSTIGAN DR, 22500,12,12803300,-84.47848345,38.09316928
 338570,2012/01/06 00:00:00.000000000,1053 CROSS KEYS RD, 93434,14,14646100,-84.54985112,38.04024553
 338248,2012/01/06 00:00:00.000000000,3565 TATES CREEK RD, 4100000,12,16293500,-84.49510519,37.98516529
 338484,2012/01/06 00:00:00.000000000,4665 SARON DR, 210000,14,20071940,-84.4918761,37.95164674
 340026,2012/01/06 00:00:00.000000000,348 CHASE PL, 0,14,20120940,-84.53570056,38.00177258
 338615,2012/01/06 00:00:00.000000000,2371 TUCSON DR, 85000,14,23796300,-84.54244462,38.01713568
 338511,2012/01/06 00:00:00.000000000,356 VALLEY BROOK DR, 130000,14,38006950,-84.54470714,38.09711673
 338670,2012/01/10 00:00:00.000000000,412 GLEN ARVIN AVE, 19000,14,10019690,-84.5053966,38.06428165
 342454,2012/01/10 00:00:00.000000000,3229 CATSKILL CT, 80100,14,10276369,-84.45945797,37.98086294
 338398,2012/01/10 00:00:00.000000000,1029 CROSS KEYS RD, 1625000,12,12780358,-84.54797482,38.03927303
 338399,2012/01/10 00:00:00.000000000,1025 CROSS KEYS RD, 1625000,12,12780359,-84.54782464,38.03906305
 338400,2012/01/10 00:00:00.000000000,1021 CROSS KEYS RD, 1625000,12,12780360,-84.54763112,38.03885662
 338396,2012/01/10 00:00:00.000000000,1037 CROSS KEYS RD, 1625000,12,13825800,-84.5483495,38.03970592
 338397,2012/01/10 00:00:00.000000000,1033 CROSS KEYS RD, 1625000,12,13825801,-84.54815037,38.0394829
 338395,2012/01/10 00:00:00.000000000,1545 ALEXANDRIA DR, 1625000,12,13830850,-84.55301235,38.04529752
 342921,2012/01/10 00:00:00.000000000,3220 KIRKLEVINGTON DR, 70100,14,14665885,-84.49915748,37.98650733
 354607,2012/01/10 00:00:00.000000000,228 GARRETT AVE, 50000,14,16344300,-84.53664593,38.05311921
 340963,2012/01/10 00:00:00.000000000,312 TURFWAY DR, 46700,14,19318200,-84.44492224,38.06806052
 338534,2012/01/10 00:00:00.000000000,612 KENOVA TRCE, 120000,14,38068380,-84.53706202,38.09683441
 340035,2012/01/10 00:00:00.000000000,4700 MIAMI CIR, 137000,14,38076430,-84.50561408,37.95440572
 338737,2012/01/12 00:00:00.000000000,501 SCOTTSDALE CIR, 70000,14,10047280,-84.47715482,38.0766251
 338575,2012/01/12 00:00:00.000000000,369 CHESTNUT ST, 10500,12,13278300,-84.48583598,38.04650992
 345529,2012/01/12 00:00:00.000000000,555 MARYLAND AVE, 24000,14,16768200,-84.5012279,38.05632923
 339902,2012/01/12 00:00:00.000000000,913 MARBLEHEAD DR, 86699,12,19970220,-84.43384151,38.02464423
 338807,2012/01/13 00:00:00.000000000,524 HI CREST DR, 93523,14,10723250,-84.45226782,38.06111916
 338537,2012/01/13 00:00:00.000000000,2428 ROCKAWAY PL, 112900,12,38171570,-84.53423457,38.09900444
 338393,2012/01/13 00:00:00.000000000,3826 WENTWORTH PL, 312500,12,38231740,-84.43127217,37.98678964
 338392,2012/01/13 00:00:00.000000000,3824 WENTWORTH PL, 312500,12,38231750,-84.43128184,37.98667884
 338391,2012/01/13 00:00:00.000000000,3822 WENTWORTH PL, 312500,12,38231760,-84.43129151,37.98656817
 338390,2012/01/13 00:00:00.000000000,3820 WENTWORTH PL, 312500,12,38231770,-84.43130859,37.98645656
 356865,2012/01/15 00:00:00.000000000,3229 MIRROR LAKE DR, 80000,14,10276632,-84.46322566,37.97604571
 354545,2012/01/16 00:00:00.000000000,305 MASTERSON STATION DR, 90000,14,19985740,-84.54575091,38.09365816
 339194,2012/01/16 00:00:00.000000000,3824 KAREN CT, 205000,12,27240228,-84.63717175,38.04097685
 338547,2012/01/17 00:00:00.000000000,1473 MT RAINIER DR, 67699,12,11887826,-84.46401194,37.97975906
 339010,2012/01/17 00:00:00.000000000,308 SANDWOOD PL, 73400,14,25770624,-84.44273495,38.01158688
 339011,2012/01/18 00:00:00.000000000,2169 BIRKDALE DR, 100000,14,38037670,-84.403806,38.01469241
 338793,2012/01/18 00:00:00.000000000,4219 RESERVE RD, 85000,14,38183500,-84.5800139,37.99702614
 339137,2012/01/19 00:00:00.000000000,214 CATALPA RD, 90000,12,10000420,-84.4824786,38.02696947
 338662,2012/01/19 00:00:00.000000000,251 WARNOCK ST, 6000,14,12132100,-84.48553893,38.04357682
 338621,2012/01/19 00:00:00.000000000,1134 KELSEY DR, 70000,14,15004700,-84.553374,38.05681415
 338661,2012/01/19 00:00:00.000000000,249 WARNOCK ST, 6000,14,15503150,-84.48558226,38.04355359
 338660,2012/01/19 00:00:00.000000000,245 WARNOCK ST, 6000,14,15505300,-84.48563973,38.04351319
 338871,2012/01/19 00:00:00.000000000,905 WINDING OAK TRL, 134652,14,38117620,-84.53876682,38.1091977
 338799,2012/01/19 00:00:00.000000000,1052 LUCILLE DR, 110000,14,38137200,-84.52728984,38.10463968
 338705,2012/01/20 00:00:00.000000000,329 SHADOW GLEN CT, 88000,12,19333830,-84.44578034,38.01470044
 339125,2012/01/23 00:00:00.000000000,3043 CLAIR RD, 385000,14,19998750,-84.48662792,38.00616933
 338805,2012/01/23 00:00:00.000000000,4001 DAISY HILL LN, 115510,12,20083580,-84.5540417,37.97253721
 338756,2012/01/24 00:00:00.000000000,144 DELMONT DR, 60000,12,13921900,-84.53014687,38.05236152
 340033,2012/01/24 00:00:00.000000000,1761 FARMVIEW DR, 143447,14,20036590,-84.45723818,37.96382509
 364723,2012/01/24 00:00:00.000000000,3749 TEMPLE DR, 66668,14,25559400,-84.51730015,37.97908819
 338840,2012/01/24 00:00:00.000000000,2920 ABINGER CT, 160000,14,38109470,-84.535726,38.10720166
 343134,2012/01/24 00:00:00.000000000,1418 EDGELAWN AVE, 60500,12,43583100,-84.46911637,38.05961957
 338841,2012/01/25 00:00:00.000000000,210 E SEVENTH ST, 12000,14,11036000,-84.48207621,38.05325487
 338759,2012/01/25 00:00:00.000000000,2037 SHAKER RUN RD, 166000,12,38036470,-84.40530088,38.01887437
 341451,2012/01/26 00:00:00.000000000,684 GRAFTONS MILL LN, 103000,12,19976280,-84.44091668,38.0188506
 338646,2012/01/26 00:00:00.000000000,2102 FORTUNE HILL LN, 69000,12,19992790,-84.44875272,38.02915382
 339103,2012/01/26 00:00:00.000000000,688 SHERIDAN DR, 76500,12,24785400,-84.5406777,38.02146621
 338957,2012/01/27 00:00:00.000000000,939 WAVERLY DR, 62000,12,15322750,-84.51050616,38.07028017
 338804,2012/01/27 00:00:00.000000000,551 HASKINS DR, 51132,12,17142900,-84.49975617,38.06747185
 338725,2012/01/27 00:00:00.000000000,115 WABASH DR, 130000,12,17158700,-84.51738855,38.01603545
 338726,2012/01/27 00:00:00.000000000,276 FOREST HILL DR, 113000,12,19315690,-84.42162244,38.00366648
 338732,2012/01/27 00:00:00.000000000,4108 RAINWATER CIR, 184000,14,20127810,-84.5065008,37.96514719
 338927,2012/01/30 00:00:00.000000000,2064 ALEXANDRIA DR, 95000,14,13220500,-84.55048137,38.02816033
 338771,2012/01/30 00:00:00.000000000,1724 COSTIGAN DR, 39000,12,16831350,-84.48085243,38.09119029
 338928,2012/01/30 00:00:00.000000000,229 GATEWAY PARK CIR, 95000,14,19343770,-84.5492468,38.09196653
 340909,2012/01/30 00:00:00.000000000,217 ELLIS PARK, 90000,14,19996180,-84.44931083,38.07211332
 338710,2012/01/30 00:00:00.000000000,4331 BETHEL RD, 290000,12,24810400,-84.58182052,38.12510853
 338753,2012/01/30 00:00:00.000000000,524 S MILL ST, 390000,12,38194230,-84.50478205,38.0437829
 340361,2012/02/01 00:00:00.000000000,1460 DEER LAKE CIR, 56700,14,10001490,-84.46608065,37.97379651
 339092,2012/02/01 00:00:00.000000000,361 LARKWOOD DR, 43000,12,11438100,-84.44566587,38.01664181
 340174,2012/02/01 00:00:00.000000000,724 SHROPSHIRE AVE, 8001,14,14252752,-84.47638455,38.04996962
 339480,2012/02/01 00:00:00.000000000,321 MANHATTAN DR, 78000,14,14363800,-84.4611818,38.06507782
 338884,2012/02/01 00:00:00.000000000,265 HAYS BLVD, 172000,14,38119490,-84.41574694,37.9839265
 339481,2012/02/01 00:00:00.000000000,1127 SPARKS RD, 30000,14,42491750,-84.46595897,38.03737169
 339091,2012/02/02 00:00:00.000000000,2136 ALEXANDRIA DR, 100000,14,11694500,-84.55256247,38.02538432
 342066,2012/02/02 00:00:00.000000000,962 WAVERLY DR, 46700,14,14208200,-84.5113977,38.07163778
 338863,2012/02/02 00:00:00.000000000,258 MANDALAY RD, 50000,12,16894500,-84.54251713,38.05586312
 338907,2012/02/02 00:00:00.000000000,4829 BUD LN, 166000,12,20049270,-84.59108601,37.98769616
 339143,2012/02/02 00:00:00.000000000,1783 HARRODSBURG RD, 80000,14,24333100,-84.53085681,38.02962337
 342068,2012/02/02 00:00:00.000000000,2737 WHITEBERRY DR, 76500,14,38031150,-84.55146288,38.08257777
 338845,2012/02/03 00:00:00.000000000,1372 DEER LAKE CIR, 50640,12,10001270,-84.46707997,37.97450426
 351112,2012/02/04 00:00:00.000000000,661 SHERARD CIR, 133334,14,19988530,-84.50021858,37.98141113
 339142,2012/02/06 00:00:00.000000000,857 MALABU DR, 117000,14,10236260,-84.49675735,37.99332944
 338935,2012/02/06 00:00:00.000000000,177 ELMWOOD DR, 80000,14,13951825,-84.44777806,38.08774045
 339283,2012/02/06 00:00:00.000000000,3112 AYLESBURY CIR, 275000,14,19322330,-84.41945348,38.00997033
 339187,2012/02/06 00:00:00.000000000,232 SIMBA WAY, 35000,14,19999850,-84.44809276,38.01046265
 339186,2012/02/06 00:00:00.000000000,230 SIMBA WAY, 35000,14,19999860,-84.44814416,38.01042572
 338952,2012/02/06 00:00:00.000000000,517 JUDY LN, 50000,14,26629175,-84.45448579,38.07982152
 338934,2012/02/06 00:00:00.000000000,2781 TRAILWOOD LN, 160000,14,38031930,-84.55357864,38.08200017
 338933,2012/02/06 00:00:00.000000000,2777 TRAILWOOD LN, 160000,14,38031940,-84.55348138,38.08192172
 339188,2012/02/06 00:00:00.000000000,2561 CRUSADERS WAY, 70000,14,38088350,-84.44616936,38.02954516
 339410,2012/02/06 00:00:00.000000000,2340 MULUNDY WAY, 122000,14,38145740,-84.52572562,38.09593486
 339051,2012/02/07 00:00:00.000000000,649 GRAFTONS MILL LN, 97000,14,19979260,-84.44220704,38.01855826
 339048,2012/02/07 00:00:00.000000000,169 ANGEL FALLS DR, 153564,14,38052700,-84.56075178,38.08806444
 339203,2012/02/07 00:00:00.000000000,409 STOLL POOLE CT, 73000,14,38077580,-84.4798128,38.04920374
 338890,2012/02/07 00:00:00.000000000,3445 MALABU CIR, 157000,12,51851200,-84.50171421,37.99118987
 339508,2012/02/08 00:00:00.000000000,1039 TATESBROOK DR, 49000,14,10967482,-84.49221419,37.97564831
 339608,2012/02/08 00:00:00.000000000,192 MCCONNELLS TRCE, 120000,14,38112450,-84.56102896,38.08581524
 338929,2012/02/08 00:00:00.000000000,1448 DAY LILY DR, 136000,12,38131020,-84.52877556,38.10476736
 338926,2012/02/08 00:00:00.000000000,1204 WINCHESTER RD, 102500,12,38180840,-84.4600272,38.04200149
 339183,2012/02/09 00:00:00.000000000,4880 TODDS RD, 325000,14,20987200,-84.37114001,37.98838868
 339251,2012/02/09 00:00:00.000000000,353 PASADENA DR, 55000,12,25459200,-84.52759811,38.00661902
 339009,2012/02/09 00:00:00.000000000,269 HILL N DALE RD, 88000,12,26222600,-84.5302599,38.00924058
 339165,2012/02/09 00:00:00.000000000,321 SILVER CREEK WAY, 110000,14,38023770,-84.54213258,38.09001444
 339168,2012/02/09 00:00:00.000000000,230 BROADVIEW DR, 43334,14,42891150,-84.47401884,38.06461883
 339114,2012/02/10 00:00:00.000000000,1412 SADDLE CLUB WAY, 178000,12,38012230,-84.56027621,38.04805746
 339644,2012/02/11 00:00:00.000000000,420 HEDGEWOOD DR, 0,14,11249200,-84.44645168,38.01524455
 339279,2012/02/13 00:00:00.000000000,621 PRINCETON CIR, 90000,14,10049590,-84.50882243,37.9723308
 339070,2012/02/13 00:00:00.000000000,229 NEWCASTLE CT, 56500,12,11580700,-84.54495956,38.05671171
 365017,2012/02/13 00:00:00.000000000,436 SPEIGLE ST, 2100,14,15503502,-84.51441168,38.05244285
 339377,2012/02/13 00:00:00.000000000,431 SMITH ST, 4700,14,15507200,-84.4952137,38.0566173
 339057,2012/02/14 00:00:00.000000000,2036 DUNKIRK DR, 53434,14,13347625,-84.54576438,38.05740459
 339826,2012/02/14 00:00:00.000000000,652 ST ANTHONY DR, 51699,12,25834200,-84.4460652,38.05683073
 339695,2012/02/14 00:00:00.000000000,341 LUCILLE DR, 104900,12,38002800,-84.54457313,38.09139622
 339555,2012/02/15 00:00:00.000000000,1025 JUNIPER DR, 95000,14,13934700,-84.55213368,38.02929082
 339582,2012/02/15 00:00:00.000000000,409 FOREHAND CT, 99000,14,14192852,-84.501942,37.98471949
 339098,2012/02/15 00:00:00.000000000,3352 OTTER CREEK DR, 94120,12,15085610,-84.44729853,37.99402474
 340091,2012/02/15 00:00:00.000000000,178 ALABAMA AVE, 73334,14,15441950,-84.48320705,38.05319987
 339196,2012/02/15 00:00:00.000000000,680 E LOUDON AVE, 50001,14,16934100,-84.47112245,38.04821868
 339505,2012/02/16 00:00:00.000000000,739 BISHOP DR, 70100,14,11668850,-84.46645078,38.08523913
 341182,2012/02/16 00:00:00.000000000,1158 BRIARWOOD DR, 50200,14,15551000,-84.50603929,38.08095258
 339448,2012/02/16 00:00:00.000000000,637 MONTICELLO BLVD, 90000,14,21616400,-84.54841027,37.99323796
 339263,2012/02/16 00:00:00.000000000,1086 CLARIDGE CT, 82000,12,23070000,-84.55499001,38.03591
 339954,2012/02/16 00:00:00.000000000,1939 WILLIAMSBURG RD, 148100,12,23417400,-84.56505372,38.03496538
 339184,2012/02/16 00:00:00.000000000,109 DANTZLER DR, 170000,14,26625300,-84.51386767,38.0234534
 339190,2012/02/16 00:00:00.000000000,138 HENTON RD, 32100,14,27083400,-84.51642542,38.05838727
 343206,2012/02/16 00:00:00.000000000,4012 BOONE CREEK RD, 165000,14,38082150,-84.3996807,37.99345765
 339423,2012/02/16 00:00:00.000000000,3013 SHADY KNOLL RST, 115000,14,38117080,-84.53983999,38.10711232
 339516,2012/02/16 00:00:00.000000000,453 JOSEPH BRYAN WAY, 135000,14,38142080,-84.54159742,37.97429781
 339856,2012/02/17 00:00:00.000000000,324 VALLEY BROOK DR, 201118,14,38006870,-84.54558662,38.09589027
 339275,2012/02/17 00:00:00.000000000,980 SUNNY SLOPE TRCE, 152900,14,38161730,-84.54589442,37.9685622
 339261,2012/02/20 00:00:00.000000000,2019 EDGEWATER CT, 190000,14,10791500,-84.46954361,37.99806127
 339643,2012/02/20 00:00:00.000000000,2180 SANTA ANITA DR, 46700,14,19304040,-84.44511221,38.06868879
 339225,2012/02/21 00:00:00.000000000,790 SPRING MEADOWS DR, 49900,12,10033080,-84.53507301,38.02941483
 340172,2012/02/21 00:00:00.000000000,239 OSAGE CT, 48849,14,10335855,-84.45167994,38.01554386
 339262,2012/02/22 00:00:00.000000000,2317 NANCY LN, 43100,12,20179150,-84.45436641,38.08558893
 339648,2012/02/22 00:00:00.000000000,5291 JACKS CREEK PIKE, 550000,14,23979600,-84.42168488,37.8892611
 339696,2012/02/22 00:00:00.000000000,3284 PARIS PIKE, 790000,14,25201750,-84.42288432,38.09516913
 339697,2012/02/22 00:00:00.000000000,1033 BIRCH DR, 36000,12,40894600,-84.50924516,38.08883216
 339282,2012/02/23 00:00:00.000000000,930 DARLEY DR, 21000,12,10366600,-84.46586499,38.05239686
 339260,2012/02/23 00:00:00.000000000,336 HARVARD DR, 66100,12,23555950,-84.52030734,37.97850131
 339430,2012/02/24 00:00:00.000000000,417 HEDGEWOOD DR, 38000,12,12237400,-84.44600106,38.01496918
 339411,2012/02/24 00:00:00.000000000,928 OAK HILL DR, 30207,12,17139400,-84.47147391,38.05306453
 339515,2012/02/27 00:00:00.000000000,528 HI CREST DR, 63400,14,12811550,-84.4521267,38.0609815
 339857,2012/02/27 00:00:00.000000000,557 MCKINLEY ST, 5300,14,16437200,-84.5096711,38.04715247
 365016,2012/02/27 00:00:00.000000000,1078 MEADOW LN, 34500,14,16594950,-84.46188778,38.05434434
 339453,2012/02/27 00:00:00.000000000,1076 STOWBRIDGE LN, 155000,12,20025230,-84.49205717,37.95861608
 340019,2012/02/28 00:00:00.000000000,1831 RALEIGH RD, 61100,12,12296600,-84.44829689,38.05326817
 339763,2012/02/28 00:00:00.000000000,264 OSAGE CT, 10600,14,12335300,-84.44967604,38.01505965
 339764,2012/02/28 00:00:00.000000000,2426 WOODHILL DR, 16500,14,12353000,-84.45122484,38.01634355
 339539,2012/02/28 00:00:00.000000000,117 NEWCASTLE ST, 84900,12,12683600,-84.54794665,38.05575198
 339767,2012/02/28 00:00:00.000000000,181 HEDGEWOOD CT, 20200,14,12870600,-84.44903932,38.01435311
 339768,2012/02/28 00:00:00.000000000,231 HEDGEWOOD CT, 20200,14,13175250,-84.44979921,38.01337087
 339766,2012/02/28 00:00:00.000000000,228 HEDGEWOOD CT, 20100,14,15931700,-84.44950181,38.01372095
 339653,2012/02/28 00:00:00.000000000,1796 ARBOR STATION WAY, 76914,12,38042800,-84.50349742,38.08695749
 339803,2012/02/29 00:00:00.000000000,1019 MARCELLUS DR, 40001,14,11444800,-84.46509042,38.05524483
 340636,2012/02/29 00:00:00.000000000,308 DERBY DR, 69500,14,11906600,-84.52404407,38.01031365
 339858,2012/02/29 00:00:00.000000000,613 DICKSONIA CIR, 119056,14,20428779,-84.50196018,37.97294577
