ID,Date,Address,Suite,PermitType,ConstructionCost,OwnerName,Contractor,CleanAddress,MatchType,MatchAddress,parcelId,lat,lng,MatchAddress_1,parcelId_1,lat_1,lng_1,Benchmark,Format,Geocoderinput
181426,2014/03/11 00:00:00.000000000,384 WOODLAND AVE                                  ,                                                  ,ZONING COMPLIANCE PERMIT (N/C)                    ,0,LYNAGH'S PUB                                      ,LYNAGH'S PUB                                      ,384 WOODLAND AVE,,,,,,,,,,4,json,384 WOODLAND AVE LEXINGTON KY
176955,2013/06/21 00:00:00.000000000,3325 TATES CREEK RD                               ,                                                  ,WRECKING COMMERCIAL                               ,18500,LANDSDOWNE SHOPPING CENTER                        ,DIVERSIFIED DEMOLITION LCC                        ,3325 TATES CREEK RD,,,,,,,,,,4,json,3325 TATES CREEK RD LEXINGTON KY
173334,2012/12/04 00:00:00.000000000,978 NANDINO BLVD                                  ,STE A                                             ,ZONING COMPLIANCE PERMIT (N/C)                    ,0,"LEXTUBE, LLC                                      ",                                                  ,978 NANDINO BLVD,,,,,,,,,,4,json,978 NANDINO BLVD LEXINGTON KY
184128,2014/07/18 00:00:00.000000000,663 MITCHELL AVE                                  ,                                                  ,TOWNHOUSE                                         ,60000,MITCHELL AVENUE LLC                               ,KENTUCKY CUSTOM HOMES INC                         ,663 MITCHELL AVE,,,,,,,,,,4,json,663 MITCHELL AVE LEXINGTON KY
174951,2013/05/10 00:00:00.000000000,3436 VERSAILLES RD                                ,                                                  ,"SCHOOL, EDUCATIONAL STRUCTURE-PRIVATE             ",900050,COMMONWEALTH BAPTIST COLLEGE                      ,"JIMMY SHIP HOMES, LLC                             ",3436 VERSAILLES RD,,,,,,,,,,4,json,3436 VERSAILLES RD LEXINGTON KY
182090,2014/04/16 00:00:00.000000000,843 S. BROADWAY                                   ,APT. 13101                                        ,ZONING COMPLIANCE HOME OFFICE (N/C)               ,0,MORGAN I. MARION                                  ,MORGAN I. MARION                                  ,843 S. BROADWAY,,,,,,,,,,4,json,843 S. BROADWAY LEXINGTON KY
180819,2014/01/29 00:00:00.000000000,565 S LIMESTONE                                   ,                                                  ,"MECHANICAL COMM. $10,001-$25,000                  ",23785,HIBACHI EXPRESS                                   ,COLLINS FIRE PROTECTION                           ,565 S LIMESTONE,,,,,,,,,,4,json,565 S LIMESTONE LEXINGTON KY
172521,2012/11/12 00:00:00.000000000,112 MT TABOR RD                                   ,                                                  ,REMOD. GEN. BUSINESS OFFICE/BLDG.                 ,163741,BRUCE PIERATT                                     ,DEAN BUILDS INC                                   ,112 MT TABOR RD,,,,,,,,,,4,json,112 MT TABOR RD LEXINGTON KY
173374,2012/12/06 00:00:00.000000000,115 N LOCUST HILL DR                              ,STE 106                                           ,ZONING COMPLIANCE PERMIT (N/C)                    ,0,GAMES WORKSHOP                                    ,                                                  ,115 N LOCUST HILL DR,,,,,,,,,,4,json,115 N LOCUST HILL DR LEXINGTON KY
166235,2011/10/28 00:00:00.000000000,120 N MILL ST                                     ,3RD FLOOR                                         ,"MECHANICAL COMM. $10,001-$25,000                  ",0,NICK EDDITT                                       ,SOUTHERN COMFORT HTG & COOLING LLC                ,120 N MILL ST,,,,,,,,,,4,json,120 N MILL ST LEXINGTON KY
187042,2015/01/08 00:00:00.000000000,2255 BUENA VISTA RD                               ,                                                  ,SIGNS                                             ,0,"MANISHA PATEL, NILAKANTHA LLC                     ",A A GRAPHICS                                      ,2255 BUENA VISTA RD,,,,,,,,,,4,json,2255 BUENA VISTA RD LEXINGTON KY
170649,2012/07/23 00:00:00.000000000,3801 MALL RD                                      ,STE 110                                           ,RETAIL SALES REMODELING                           ,45000,COMPLETE NUTRITION                                ,SPIRE GROUP LLC                                   ,3801 MALL RD,,,,,,,,,,4,json,3801 MALL RD LEXINGTON KY
180928,2014/02/05 00:00:00.000000000,3538 RABBITS FOOT TRL                             ,#19                                               ,"MECHANICAL, SINGLE FAMILY                         ",7945,ATCHINSON HELLER CONSTRUCTION                     ,MILEY HEATING & AC                                ,3538 RABBITS FOOT TRL,,,,,,,,,,4,json,3538 RABBITS FOOT TRL LEXINGTON KY
184071,2014/07/16 00:00:00.000000000,1440 SUNSHINE LN                                  ,                                                  ,ZONING COMPLIANCE PERMIT (N/C)                    ,0,REXEL                                             ,REXEL                                             ,1440 SUNSHINE LN,,,,,,,,,,4,json,1440 SUNSHINE LN LEXINGTON KY
173056,2012/11/15 00:00:00.000000000,4291 EVANGELINE LN                                ,                                                  ,TOWNHOUSE                                         ,50000,R M L CONTRUCTION                                 ,R M L CONSTRUCTION LLC                            ,4291 EVANGELINE LN,,,,,,,,,,4,json,4291 EVANGELINE LN LEXINGTON KY
173311,2012/12/03 00:00:00.000000000,4386 EVANGELINE LN                                ,                                                  ,"MECHANICAL, SINGLE FAMILY                         ",0,BALL HOMES INC                                    ,STIVERS HVAC INC                                  ,4386 EVANGELINE LN,,,,,,,,,,4,json,4386 EVANGELINE LN LEXINGTON KY
174161,2013/02/01 00:00:00.000000000,384 WOODLAND AVE                                  ,                                                  ,ZONING COMPLIANCE PERMIT (N/C)                    ,0,ELLO'S TACOS                                      ,ELLO'S TACOS                                      ,384 WOODLAND AVE,,,,,,,,,,4,json,384 WOODLAND AVE LEXINGTON KY
182010,2014/04/10 00:00:00.000000000,934 WINCHESTER RD                                 ,                                                  ,ZONING COMPLIANCE PERMIT (N/C)                    ,0,US MUFFLERS & AUTO SERVICE                        ,                                                  ,934 WINCHESTER RD,,,,,,,,,,4,json,934 WINCHESTER RD LEXINGTON KY
168170,2012/03/21 00:00:00.000000000,2312 ALEXANDRIA DR                                ,                                                  ,REMOD. GEN. BUSINESS OFFICE/BLDG.                 ,375489,HOSPICE OF THE BLUEGRASS                          ,BEX CONSTRUCTION INC                              ,2312 ALEXANDRIA DR,,,,,,,,,,4,json,2312 ALEXANDRIA DR LEXINGTON KY
173915,2013/01/18 00:00:00.000000000,1003 FONTAINE RD.                                 ,                                                  ,REMODELING RESIDENTIAL                            ,14000,LARRY MCVAY                                       ,LARRY MCVAY                                       ,1003 FONTAINE RD.,,,,,,,,,,4,json,1003 FONTAINE RD. LEXINGTON KY
173062,2012/11/15 00:00:00.000000000,4303 EVANGELINE LN                                ,                                                  ,TOWNHOUSE                                         ,50000,R M L CONTRUCTION                                 ,R M L CONSTRUCTION LLC                            ,4303 EVANGELINE LN,,,,,,,,,,4,json,4303 EVANGELINE LN LEXINGTON KY
165090,2011/08/16 00:00:00.000000000,369 W VINE ST                                     ,2102                                              ,CONDOMINIUM REMODEL                               ,130000,HILTON/CONDO                                      ,PADGETT CONSTRUCTION INC                          ,369 W VINE ST,,,,,,,,,,4,json,369 W VINE ST LEXINGTON KY
173580,2012/12/21 00:00:00.000000000,1676 MCGRATHIANA PKWY                             ,                                                  ,ZONING COMPLIANCE PERMIT (N/C)                    ,0,GUCKENHEIMER ENTERPRISES INC                      ,GUCKENHEIMER ENTERPRISES INC                      ,1676 MCGRATHIANA PKWY,,,,,,,,,,4,json,1676 MCGRATHIANA PKWY LEXINGTON KY
185917,2014/10/30 00:00:00.000000000,130 W TIVERTON WAY                                ,STE 115                                           ,REMODELING RESTAURANT                             ,150000,JIMMY JOHNS                                       ,KEMPER CONTRACTING                                ,130 W TIVERTON WAY,,,,,,,,,,4,json,130 W TIVERTON WAY LEXINGTON KY
181887,2014/04/07 00:00:00.000000000,835 GLASFORD SQ                                   ,#105                                              ,"MECHANICAL, SINGLE FAMILY                         ",2131,RML CONSTRUCTION                                  ,STIVERS HVAC INC                                  ,835 GLASFORD SQ,,,,,,,,,,4,json,835 GLASFORD SQ LEXINGTON KY
185797,2014/10/16 00:00:00.000000000,3303 ALCOTT PL                                    ,                                                  ,TOWNHOUSE                                         ,50000,R M L CONSTRUCTION                                ,R M L CONSTRUCTION LLC                            ,3303 ALCOTT PL,,,,,,,,,,4,json,3303 ALCOTT PL LEXINGTON KY
178057,2013/08/16 00:00:00.000000000,112 S LIMESTONE                                   ,                                                  ,"MECHANICAL COMM. $2,001-$10,000                   ",0,CALVARY BAPTIST CHURCH                            ,FAYETTE PLUMBING HEATING & AC INC                 ,112 S LIMESTONE,,,,,,,,,,4,json,112 S LIMESTONE LEXINGTON KY
177078,2013/06/28 00:00:00.000000000,2454 SIR BARTON WAY                               ,                                                  ,SIGNS                                             ,12000,YOUR COMMUNITY BANK                               ,SMITHERS SIGN CO INC                              ,2454 SIR BARTON WAY,,,,,,,,,,4,json,2454 SIR BARTON WAY LEXINGTON KY
187506,2015/02/11 00:00:00.000000000,3303 ALCOTT PL                                    ,                                                  ,"MECHANICAL, SINGLE FAMILY                         ",4200,BALL HOMES                                        ,CENTRAL KY HEATING & AIR                          ,3303 ALCOTT PL,,,,,,,,,,4,json,3303 ALCOTT PL LEXINGTON KY
184655,2014/08/13 00:00:00.000000000,1317 CENTRE PKWY                                  ,1333 B                                            ,"MECHANICAL, MULTI-FAMILY                          ",0,                                                  ,THORNBERRY BROS INC                               ,1317 CENTRE PKWY,,,,,,,,,,4,json,1317 CENTRE PKWY LEXINGTON KY
175263,2013/04/04 00:00:00.000000000,131 CHEAPSIDE                                     ,                                                  ,REMODELING RESTAURANT                             ,5000,CHEAPSIDE BAR & GRILLE                            ,MICHAEL JAMES EGAN                                ,131 CHEAPSIDE,,,,,,,,,,4,json,131 CHEAPSIDE LEXINGTON KY
182382,2014/04/29 00:00:00.000000000,824 DE ROODE ST                                   ,                                                  ,TOWNHOUSE <1500 SQ FT                             ,100000,LFUCG                                             ,A U CONSTRUCTION LLC                              ,824 DE ROODE ST,,,,,,,,,,4,json,824 DE ROODE ST LEXINGTON KY
180175,2013/12/10 00:00:00.000000000,845 GLASFORD SQ                                   ,UNIT 105                                          ,TOWNHOUSE                                         ,50000,RML CONSTRUCTION                                  ,R M L CONSTRUCTION LLC                            ,845 GLASFORD SQ,,,,,,,,,,4,json,845 GLASFORD SQ LEXINGTON KY
168625,2012/04/12 00:00:00.000000000,149 MOORE DR                                      ,                                                  ,"MECHANICAL COMM. $10,001-$25,000                  ",0,WEBB COMPANIES                                    ,SUTER MECHANICAL INC                              ,149 MOORE DR,,,,,,,,,,4,json,149 MOORE DR LEXINGTON KY
176222,2013/05/20 00:00:00.000000000,1803 LIBERTY RD                                   ,                                                  ,"WRECKING STRUCTURES, RESIDENTIAL                  ",4000,"COWGILL PROPERTIES, MIKE HARRIS                   ",ENVIRONMENTAL RESOURCES INC                       ,1803 LIBERTY RD,,,,,,,,,,4,json,1803 LIBERTY RD LEXINGTON KY
183441,2014/06/13 00:00:00.000000000,348 PINEWOOD CT                                   ,                                                  ,"MECHANICAL, MULTI-FAMILY                          ",2239,RML CONSTRUCTION                                  ,STIVERS HVAC INC                                  ,348 PINEWOOD CT,,,,,,,,,,4,json,348 PINEWOOD CT LEXINGTON KY
172578,2012/10/19 00:00:00.000000000,4250 EVANGELINE LN                                ,                                                  ,"MECHANICAL, SINGLE FAMILY                         ",0,"BALL HOMES, INC.                                  ",STIVERS HVAC INC                                  ,4250 EVANGELINE LN,,,,,,,,,,4,json,4250 EVANGELINE LN LEXINGTON KY
168150,2012/03/20 00:00:00.000000000,533 e fourth                                      ,                                                  ,ADDITION GEN. BUSINESS OFFICE/BLDG.               ,10000,KENTUCKY UTILITIES                                ,EVANS CONSTRUCTION CO                             ,533 e fourth,,,,,,,,,,4,json,533 e fourth LEXINGTON KY
182757,2014/05/29 00:00:00.000000000,1 ST JOSEPH DR                                    ,                                                  ,SIGNS                                             ,30426,KENTUCKYONE HEALTH                                ,VALLEY SIGNS & SURVEYS                            ,1 ST JOSEPH DR,,,,,,,,,,4,json,1 ST JOSEPH DR LEXINGTON KY
187317,2015/01/30 00:00:00.000000000,3259 ALCOTT PL                                    ,                                                  ,"MECHANICAL, SINGLE FAMILY                         ",3728.92,RML CONSTRUCTION LLP                              ,STIVERS HVAC INC                                  ,3259 ALCOTT PL,,,,,,,,,,4,json,3259 ALCOTT PL LEXINGTON KY
186361,2014/11/14 00:00:00.000000000,1332 NANCY HANKS RD                               ,#4                                                ,"MECHANICAL, MULTI-FAMILY                          ",0,BALL REALTY LLC                                   ,STIVERS HVAC INC                                  ,1332 NANCY HANKS RD,,,,,,,,,,4,json,1332 NANCY HANKS RD LEXINGTON KY
172518,2012/10/16 00:00:00.000000000,2314 OLD PARIS RD                                 ,                                                  ,COMMERCIAL CANOPY                                 ,1500,STEPHEN JOHNSON                                   ,TOM JONES CONSTRUCTION                            ,2314 OLD PARIS RD,,,,,,,,,,4,json,2314 OLD PARIS RD LEXINGTON KY
173059,2012/11/15 00:00:00.000000000,4297 EVANGELINE LN                                ,                                                  ,TOWNHOUSE                                         ,50000,R M L CONTRUCTION                                 ,R M L CONSTRUCTION LLC                            ,4297 EVANGELINE LN,,,,,,,,,,4,json,4297 EVANGELINE LN LEXINGTON KY
179116,2013/10/09 00:00:00.000000000,191 JEFFERSON ST                                  ,                                                  ,SIGNS                                             ,200,JEFFERSON CORNER LLC                              ,STILLWATER HOLDINGS LLC                           ,191 JEFFERSON ST,,,,,,,,,,4,json,191 JEFFERSON ST LEXINGTON KY
163819,2011/06/02 00:00:00.000000000,144 BURT RD                                       ,                                                  ,"MECHANICAL COMM. $2,001-$10,000                   ",0,PRICILLA HALE                                     ,FAYETTE HEATING & AIR CONDITIONING                ,144 BURT RD,,,,,,,,,,4,json,144 BURT RD LEXINGTON KY
185459,2014/10/01 00:00:00.000000000,701 SHAKER DR                                     ,SECOND FLR                                        ,"MECHANICAL COMM. $2,001-$10,000                   ",5071,ST JOSEPH HOSPITAL                                ,MULLIS INC                                        ,701 SHAKER DR,,,,,,,,,,4,json,701 SHAKER DR LEXINGTON KY
186647,2014/12/10 00:00:00.000000000,4383 OLD HARRODSBURG RD                           ,STE 105                                           ,SIGNS                                             ,3775,CRUSE-N-CUTS                                      ,ROYER SIGN SHOPS INC                              ,4383 OLD HARRODSBURG RD,,,,,,,,,,4,json,4383 OLD HARRODSBURG RD LEXINGTON KY
171648,2012/08/29 00:00:00.000000000,2365 SIR BARTON WAY                               ,                                                  ,"FENCE, COMMERCIAL                                 ",7700,WATERMARK RESIDENTIAL                             ,THOMPSON THRIFT CONSTRUCTION INC                  ,2365 SIR BARTON WAY,,,,,,,,,,4,json,2365 SIR BARTON WAY LEXINGTON KY
175976,2013/08/08 00:00:00.000000000,1700 FITZGERALD CT                                ,                                                  ,SIGNS                                             ,4000000,COSTCO WHOLESALE                                  ,JAMES N GRAY COMPANY                              ,1700 FITZGERALD CT,,,,,,,,,,4,json,1700 FITZGERALD CT LEXINGTON KY
179763,2013/11/15 00:00:00.000000000,2220 ELKHORN RD                                   ,                                                  ,SIGNS                                             ,800,CBOCS                                             ,SEBASTIAN SIGN & CRANE SERVICE INC                ,2220 ELKHORN RD,,,,,,,,,,4,json,2220 ELKHORN RD LEXINGTON KY
167626,2012/02/29 00:00:00.000000000,404 W MAIN ST                                     ,                                                  ,COMMERCIAL GENERAL                                ,50000,TRIANGLE PARK FOUNDATION                          ,TRIANGLE PARK FOUNDATION                          ,404 W MAIN ST,,,,,,,,,,4,json,404 W MAIN ST LEXINGTON KY
178469,2013/09/09 00:00:00.000000000,4216 SARON DR                                     ,                                                  ,ZONING COMPLIANCE PERMIT (N/C)                    ,0,RAZORSHARP                                        ,RAZORSHARP                                        ,4216 SARON DR,,,,,,,,,,4,json,4216 SARON DR LEXINGTON KY
180241,2013/12/10 00:00:00.000000000,870 GLASFORD SQ                                   ,UNIT 107                                          ,TOWNHOUSE                                         ,50000,RML CONSTRUCTION                                  ,R M L CONSTRUCTION LLC                            ,870 GLASFORD SQ,,,,,,,,,,4,json,870 GLASFORD SQ LEXINGTON KY
170566,2012/07/10 00:00:00.000000000,533 WELLINGTON WAY                                ,                                                  ,"MECHANICAL COMM. $10,001-$25,000                  ",0,MIKE RITCHLE                                      ,STIVERS HVAC INC                                  ,533 WELLINGTON WAY,,,,,,,,,,4,json,533 WELLINGTON WAY LEXINGTON KY
165050,2011/08/15 00:00:00.000000000,290 ALUMNI DR                                     ,                                                  ,"GRADING, COMMERCIAL                               ",0,UNIVERSITY OF KENTUCKY                            ,W S CONSTRUCTION                                  ,290 ALUMNI DR,,,,,,,,,,4,json,290 ALUMNI DR LEXINGTON KY
171001,2012/08/01 00:00:00.000000000,1539 EASTLAND PKWY                                ,STE 100                                           ,ZONING COMPLIANCE PERMIT (N/C)                    ,0,WD'S COUNTRY KITCHEN                              ,WD'S COUNTRY KITCHEN                              ,1539 EASTLAND PKWY,,,,,,,,,,4,json,1539 EASTLAND PKWY LEXINGTON KY
179806,2013/11/18 00:00:00.000000000,2424 PALUMBO DR                                   ,                                                  ,ZONING COMPLIANCE PERMIT (N/C)                    ,0,"HVAC OF LEXINGTON, INC.                           ","HVAC OF LEXINGTON, INC.                           ",2424 PALUMBO DR,,,,,,,,,,4,json,2424 PALUMBO DR LEXINGTON KY
184134,2014/07/18 00:00:00.000000000,675 MITCHELL AVE                                  ,                                                  ,TOWNHOUSE                                         ,60000,MITCHELL AVENUE LLC                               ,KENTUCKY CUSTOM HOMES INC                         ,675 MITCHELL AVE,,,,,,,,,,4,json,675 MITCHELL AVE LEXINGTON KY
180736,2014/01/29 00:00:00.000000000,4224 SARON DR                                     ,                                                  ,"MECHANICAL COMM. $10,001-$25,000                  ",19000,YANG LU                                           ,COLLINS FIRE PROTECTION                           ,4224 SARON DR,,,,,,,,,,4,json,4224 SARON DR LEXINGTON KY
177410,2013/07/16 00:00:00.000000000,1814 OXFORD CIR                                   ,                                                  ,RETAIL SALES REMODELING                           ,1000,RABBIT THRIFT STORE                               ,NA                                                ,1814 OXFORD CIR,,,,,,,,,,4,json,1814 OXFORD CIR LEXINGTON KY
166982,2012/01/03 00:00:00.000000000,3501 JACKS CREEK PIKE                             ,                                                  ,"MECHANICAL COMM. $2,001-$10,000                   ",0,MT GILEAD CHURCH                                  ,GREEN BOX HEATING & AIR                           ,3501 JACKS CREEK PIKE,,,,,,,,,,4,json,3501 JACKS CREEK PIKE LEXINGTON KY
169939,2012/06/08 00:00:00.000000000,1747 ALEXANDRIA DR                                ,                                                  ,TEMPORARY FIREWORKS SALES PERMIT                  ,0,USA FIREWORKS                                     ,NA                                                ,1747 ALEXANDRIA DR,,,,,,,,,,4,json,1747 ALEXANDRIA DR LEXINGTON KY
175824,2013/05/02 00:00:00.000000000,1356 CAHILL DR                                    ,                                                  ,REMOD. GEN. BUSINESS OFFICE/BLDG.                 ,60000,KLAUSING GROUP                                    ,PRAJNA DESIGN & CONSTRUCTION INC                  ,1356 CAHILL DR,,,,,,,,,,4,json,1356 CAHILL DR LEXINGTON KY
187231,2015/01/28 00:00:00.000000000,120 TOWNE CENTER DR                               ,                                                  ,REMOD. GEN. BUSINESS OFFICE/BLDG.                 ,112000,INTEGRITY STAFFING                                ,"CARDINAL SERVICES, INC                            ",120 TOWNE CENTER DR,,,,,,,,,,4,json,120 TOWNE CENTER DR LEXINGTON KY
185216,2014/09/15 00:00:00.000000000,3290 BLAZER PKWY                                  ,                                                  ,"MECHANICAL COMM. $2,001-$10,000                   ",6890,BLUEGRASS RETINA INC                              ,COLEMAN SMITH INC                                 ,3290 BLAZER PKWY,,,,,,,,,,4,json,3290 BLAZER PKWY LEXINGTON KY
159700,2011/01/25 00:00:00.000000000,8572 TATES CREEK RD                               ,                                                  ,CHURCH ADDITION                                   ,18200,MT EDEN CHRISTIAN CHURCH                          ,JOHNS BUILDING SYSTEMS INC                        ,8572 TATES CREEK RD,,,,,,,,,,4,json,8572 TATES CREEK RD LEXINGTON KY
180238,2013/12/10 00:00:00.000000000,870 GLASFORD SQ                                   ,UNIT 104                                          ,TOWNHOUSE                                         ,50000,RML CONSTRUCTION                                  ,R M L CONSTRUCTION LLC                            ,870 GLASFORD SQ,,,,,,,,,,4,json,870 GLASFORD SQ LEXINGTON KY
161074,2011/01/20 00:00:00.000000000,1984 PAVILION WAY                                 ,                                                  ,RETAIL SALES REMODELING                           ,123000,DRESS BARN C/O CPG                                ,K C S GENERAL CONTRACTORS                         ,1984 PAVILION WAY,,,,,,,,,,4,json,1984 PAVILION WAY LEXINGTON KY
169564,2012/05/24 00:00:00.000000000,1416 VILLAGE DR                                   ,                                                  ,ZONING COMPLIANCE PERMIT                          ,0,FONDITA LAS TRES LUNAS                            ,FONDITA LAS TRES LUNAS                            ,1416 VILLAGE DR,,,,,,,,,,4,json,1416 VILLAGE DR LEXINGTON KY
171917,2012/09/13 00:00:00.000000000,2308 SIR BARTON WAY                               ,STE 180                                           ,SIGNS                                             ,5790,KENTUCKY LASER HAIR REMOVAL                       ,ROYER SIGN SHOPS INC                              ,2308 SIR BARTON WAY,,,,,,,,,,4,json,2308 SIR BARTON WAY LEXINGTON KY
184652,2014/08/13 00:00:00.000000000,1317 CENTRE PKWY                                  ,1317 E                                            ,"MECHANICAL, MULTI-FAMILY                          ",0,CENTRE MEADOWS LLC                                ,THORNBERRY BROS INC                               ,1317 CENTRE PKWY,,,,,,,,,,4,json,1317 CENTRE PKWY LEXINGTON KY
183962,2014/07/15 00:00:00.000000000,2369 RICHMOND RD                                  ,                                                  ,GRADING COMMERCIAL                                ,0,LEXINGTON LIFE RESTAURANT GROUP LLC               ,MARK L INC                                        ,2369 RICHMOND RD,,,,,,,,,,4,json,2369 RICHMOND RD LEXINGTON KY
175455,2013/04/12 00:00:00.000000000,4306 EVANGELINE LN                                ,                                                  ,"MECHANICAL, SINGLE FAMILY                         ",0,BALL HOMES                                        ,STIVERS HVAC INC                                  ,4306 EVANGELINE LN,,,,,,,,,,4,json,4306 EVANGELINE LN LEXINGTON KY
173749,2013/01/09 00:00:00.000000000,4348 EVANGELINE LN                                ,                                                  ,"MECHANICAL, SINGLE FAMILY                         ",0,"BALL HOMES, INC                                   ",STIVERS HVAC INC                                  ,4348 EVANGELINE LN,,,,,,,,,,4,json,4348 EVANGELINE LN LEXINGTON KY
185130,2014/09/10 00:00:00.000000000,1698 BRYAN STATION                                ,                                                  ,"MECHANICAL COMM. $2,001-$10,000                   ",5664,TEAMSTERS                                         ,FAYETTE HEATING & AIR CONDITIONING                ,1698 BRYAN STATION,,,,,,,,,,4,json,1698 BRYAN STATION LEXINGTON KY
182053,2014/04/15 00:00:00.000000000,1265 HUGHES LN                                    ,                                                  ,ZONING COMPLIANCE HOME OFFICE (N/C)               ,0,"WILCO REAL ESTATE, LLC.                           ","WILCO REAL ESTATE, LLC.                           ",1265 HUGHES LN,,,,,,,,,,4,json,1265 HUGHES LN LEXINGTON KY
186813,2014/12/18 00:00:00.000000000,3517 LANSDOWNE DR                                 ,                                                  ,"MECHANICAL COMM. $2,001-$10,000                   ",9750,ANNE ARVIN                                        ,CHRISTOPHER & SMITH HEATING & AC                  ,3517 LANSDOWNE DR,,,,,,,,,,4,json,3517 LANSDOWNE DR LEXINGTON KY
164194,2011/06/23 00:00:00.000000000,4001 MALL RD                                      ,                                                  ,SIGNS                                             ,4890,KITCHEN CONCEPTS                                  ,INSTANT SIGNS II                                  ,4001 MALL RD,,,,,,,,,,4,json,4001 MALL RD LEXINGTON KY
179654,2013/11/07 00:00:00.000000000,905 S LIMESTONE                                   ,                                                  ,SIGNS                                             ,10000,"TRAXX MART/THOROUGHBRED ENERGY, LLC               ",INTEGRATED SIGN & GRAPHIC INC                     ,905 S LIMESTONE,,,,,,,,,,4,json,905 S LIMESTONE LEXINGTON KY
186859,2014/12/22 00:00:00.000000000,855 GLASFORD SQ                                   ,#103                                              ,"MECHANICAL, SINGLE FAMILY                         ",2153.15,RML CONSTRUCTION LLP                              ,STIVERS HVAC INC                                  ,855 GLASFORD SQ,,,,,,,,,,4,json,855 GLASFORD SQ LEXINGTON KY
186026,2014/10/28 00:00:00.000000000,1155 RED MILE PL                                  ,STE 50                                            ,REMODELING GOV BUILDING/LOCAL                     ,2500,COLEMAN HOUSE                                     ,LFUCG                                             ,1155 RED MILE PL,,,,,,,,,,4,json,1155 RED MILE PL LEXINGTON KY
184755,2014/09/12 00:00:00.000000000,114 TOWNE CENTER DR                               ,                                                  ,REMODELING RESTAURANT                             ,350000,A & W RESTAURANTS INC                             ,ALTRACON CONSTRUCTION LLC                         ,114 TOWNE CENTER DR,,,,,,,,,,4,json,114 TOWNE CENTER DR LEXINGTON KY
172704,2012/10/26 00:00:00.000000000,828 LANE ALLEN RD                                 ,                                                  ,ZONING COMPLIANCE PERMIT (N/C)                    ,0,TONY/LISA HODGES                                  ,TONY/LISA HODGES                                  ,828 LANE ALLEN RD,,,,,,,,,,4,json,828 LANE ALLEN RD LEXINGTON KY
173291,2012/11/30 00:00:00.000000000,3164 RICHMOND RD                                  ,                                                  ,ZONING COMPLIANCE PERMIT (N/C)                    ,0,SELECT FITNESS STUDIO LLC                         ,SELECT FITNESS STUDIO LLC                         ,3164 RICHMOND RD,,,,,,,,,,4,json,3164 RICHMOND RD LEXINGTON KY
185439,2014/09/26 00:00:00.000000000,3255 ALCOTT PL                                    ,                                                  ,TOWNHOUSE                                         ,50000,R M L CONSTRUCTION                                ,R M L CONSTRUCTION LLC                            ,3255 ALCOTT PL,,,,,,,,,,4,json,3255 ALCOTT PL LEXINGTON KY
162325,2011/03/03 00:00:00.000000000,148- A LOUIE PL                                   ,                                                  ,"GRADING, COMMERCIAL                               ",0,ANDERSON COMMUNITIES                              ,ELZA CONSTRUCTION LLC                             ,148,,,,,,,,,,4,json,148 LEXINGTON KY
185588,2014/10/03 00:00:00.000000000,1665 WHARTON WAY                                  ,                                                  ,"MECHANICAL, SINGLE FAMILY                         ",3692,BALL HOMES INC                                    ,STIVERS HVAC INC                                  ,1665 WHARTON WAY,,,,,,,,,,4,json,1665 WHARTON WAY LEXINGTON KY
166255,2011/10/31 00:00:00.000000000,2793 IRON WORKS PIKE                              ,                                                  ,"MECHANICAL COMM. $2,001-$10,000                   ",0,MT HOREB PRES CHURCH                              ,COLEMAN SMITH INC                                 ,2793 IRON WORKS PIKE,,,,,,,,,,4,json,2793 IRON WORKS PIKE LEXINGTON KY
179156,2013/10/11 00:00:00.000000000,605 TATES CREEK RD                                ,                                                  ,"GRADING COMMERCIAL, PUBLIC PROJECTS               ",0,LFUCG                                             ,BLUEGRASS CONTRACTING CORP                        ,605 TATES CREEK RD,,,,,,,,,,4,json,605 TATES CREEK RD LEXINGTON KY
164383,2011/07/05 00:00:00.000000000,431 SOUTHLAND DR                                  ,                                                  ,REMODELING BARBER/BEAUTY SHOP                     ,5000,APRIL L GUMBERT/SALON ASA                         ,APRIL L GUMBERT/SALON ASA                         ,431 SOUTHLAND DR,,,,,,,,,,4,json,431 SOUTHLAND DR LEXINGTON KY
181881,2014/04/07 00:00:00.000000000,3831 BELLEAU WOOD DR                              ,#37                                               ,"MECHANICAL, MULTI-FAMILY                          ",3199,BALL HOMES                                        ,STIVERS HVAC INC                                  ,3831 BELLEAU WOOD DR,,,,,,,,,,4,json,3831 BELLEAU WOOD DR LEXINGTON KY
185279,2014/09/17 00:00:00.000000000,1639 WHARTON WAY                                  ,                                                  ,"MECHANICAL, SINGLE FAMILY                         ",4112,RML CONSTRUCTION                                  ,STIVERS HVAC INC                                  ,1639 WHARTON WAY,,,,,,,,,,4,json,1639 WHARTON WAY LEXINGTON KY
176305,2013/05/22 00:00:00.000000000,360 E VINE ST                                     ,                                                  ,SIGNS                                             ,8000,"360 E. VINE ST PARTNERS, LTD                      ",KEBCO INC                                         ,360 E VINE ST,,,,,,,,,,4,json,360 E VINE ST LEXINGTON KY
166046,2011/10/17 00:00:00.000000000,2580 ROYSTER RD                                   ,                                                  ,"MECHANICAL, SINGLE FAMILY                         ",0,ADAM LAWSON                                       ,COLEMAN SMITH INC                                 ,2580 ROYSTER RD,,,,,,,,,,4,json,2580 ROYSTER RD LEXINGTON KY
