CaseNo,CaseYr,Address,DateOpened,CaseType,Status,StatusDate,Closed,CleanAddress,MatchType,MatchAddress,parcelId,lat,lng
05672216#39,2014,2216 DINSMORE DR #39,2014/06/23 00:00:00.000000000,Housing,Closed Out,2014/06/25 00:00:00.000000000,Y,2216 DINSMORE DR,,,,,
03641174-1176S,2014,1174-1176 CENTRE PKWY,2014/07/03 00:00:00.000000000,Housing,Closed Out,2014/08/06 00:00:00.000000000,Y,1174 CENTRE PKWY,,,,,
03641142-1144S,2014,1142-1144 CENTRE PKWY,2014/07/03 00:00:00.000000000,Housing,Closed Out,2014/09/09 00:00:00.000000000,Y,1142 CENTRE PKWY,,,,,
03641162-1164S,2014,1162-1164 CENTRE PKWY,2014/07/03 00:00:00.000000000,Housing,Closed Out,2014/09/12 00:00:00.000000000,Y,1162 CENTRE PKWY,,,,,
03641138-1140S,2014,1138-1140 CENTRE PKWY,2014/07/03 00:00:00.000000000,Housing,Closed Out,2014/09/12 00:00:00.000000000,Y,1138 CENTRE PKWY,,,,,
03641178-1180S,2014,1178-1180 CENTRE PKWY,2014/07/03 00:00:00.000000000,Housing,Closed Out,2014/10/23 00:00:00.000000000,Y,1178 CENTRE PKWY,,,,,
03641190-1192S,2014,1190-1192 CENTRE PKWY,2014/07/03 00:00:00.000000000,Housing,Closed Out,2014/10/23 00:00:00.000000000,Y,1190 CENTRE PKWY,,,,,
03641170-1172S,2014,1170-1172 CENTRE PKWY,2014/07/03 00:00:00.000000000,Housing,Closed Out,2015/02/26 00:00:00.000000000,Y,1170 CENTRE PKWY,,,,,
03641126-1128S,2014,1126-1128 CENTRE PKWY,2014/07/03 00:00:00.000000000,Housing,Closed Out,2015/02/26 00:00:00.000000000,Y,1126 CENTRE PKWY,,,,,
14300503-2,2014,503 OLDHAM AVE,2014/07/03 00:00:00.000000000,Housing,Closed Out,2014/09/26 00:00:00.000000000,Y,503 OLDHAM AVE,,,,,
22491508-5,2014,1508 CONTINENTAL SQ AKA 1500-1532,2014/07/03 00:00:00.000000000,Housing,Closed Out,2014/10/27 00:00:00.000000000,Y,1508 CONTINENTAL SQ,,,,,
24492665-2675EXT,2014,2665-2675 CHANT CT AKA 200 ALSAB CT,2014/07/08 00:00:00.000000000,Housing,Closed Out,2014/09/30 00:00:00.000000000,Y,2665 CHANT CT,,,,,
24492689-2703EXT,2014,2689-2703 CHANT CT AKA 200 ALSAB CT,2014/07/08 00:00:00.000000000,Housing,Closed Out,2014/09/30 00:00:00.000000000,Y,2689 CHANT CT,,,,,
24492677-2687EXT,2014,2677-2687 CHANT CT AKA 200 ALSAB CT,2014/07/08 00:00:00.000000000,Housing,Closed Out,2015/02/24 00:00:00.000000000,Y,2677 CHANT CT,,,,,
03641326-1328S,2014,1326-1328 CENTRE PKWY,2014/07/22 00:00:00.000000000,Housing,Closed Out,2014/09/09 00:00:00.000000000,Y,1326 CENTRE PKWY,,,,,
03641302-1304S,2014,1302-1304 CENTRE PKWY,2014/07/22 00:00:00.000000000,Housing,Closed Out,2014/09/25 00:00:00.000000000,Y,1302 CENTRE PKWY,,,,,
03641250-12520S,2014,1250-1252 CENTRE PKWY,2014/07/22 00:00:00.000000000,Housing,Closed Out,2014/10/23 00:00:00.000000000,Y,1250 CENTRE PKWY,,,,,
19840327EMER,2014,327 WALLER AVE,2014/08/12 00:00:00.000000000,Housing,Closed Out,2014/08/15 00:00:00.000000000,Y,327 WALLER AVE,,,,,
12300137#102,2014,137 MALABU DR #102,2014/08/20 00:00:00.000000000,Housing,Closed Out,2014/10/02 00:00:00.000000000,Y,137 MALABU DR,,,,,
00931843#7-2,2014,1843 AUGUSTA DR #7,2014/08/25 00:00:00.000000000,Housing,Closed Out,2014/11/17 00:00:00.000000000,Y,1843 AUGUSTA DR,,,,,
12781750#25,2014,1750 MCCULLOUGH DR #25,2014/08/27 00:00:00.000000000,Housing,Closed Out,2014/11/11 00:00:00.000000000,Y,1750 MCCULLOUGH DR,,,,,
15600469#10-2,2014,469 RACE ST #10 AKA 442 E FIFTH ST,2014/09/09 00:00:00.000000000,Housing,Closed Out,2014/12/26 00:00:00.000000000,Y,469 RACE ST,,,,,
33620517-2,2014,517 PATTERSON DR,2014/09/12 00:00:00.000000000,Housing,Closed Out,2014/12/04 00:00:00.000000000,Y,517 PATTERSON DR,,,,,
19601510#J116-2,2014,1510 VERSAILLES RD J116,2014/09/18 00:00:00.000000000,Housing,Closed Out,2014/11/04 00:00:00.000000000,Y,1510 VERSAILLES RD J116,,,,,
20542120#3-2,2014,2120 WILL FANT DRN #3,2014/09/22 00:00:00.000000000,Housing,Closed Out,2014/11/24 00:00:00.000000000,Y,2120 WILL FANT DRN,,,,,
25294633S,2014,4633 HICKORY CREEK CIR,2014/09/29 00:00:00.000000000,Housing,Closed Out,2014/11/05 00:00:00.000000000,Y,4633 HICKORY CREEK CIR,,,,,
03910430,2014,430 CHESTNUT ST,2014/10/06 00:00:00.000000000,Housing,Closed Out,2014/11/19 00:00:00.000000000,Y,430 CHESTNUT ST,,,,,
10111756#4,2014,1756 JENNIFER RD #4,2014/10/14 00:00:00.000000000,Housing,Closed Out,2014/12/26 00:00:00.000000000,Y,1756 JENNIFER RD,,,,,
33420065-4,2014,65 IMPERIAL AVE,2014/10/17 00:00:00.000000000,Housing,Closed Out,2014/11/10 00:00:00.000000000,Y,65 IMPERIAL AVE,,,,,
03110446,2014,446 CAMPBELL ST AKA 448 CAMPBELL ST,2014/10/20 00:00:00.000000000,Housing,Closed Out,2014/12/26 00:00:00.000000000,Y,446 CAMPBELL ST,,,,,
33420027-5,2014,27 IMPERIAL AVE,2014/10/24 00:00:00.000000000,Housing,Closed Out,2014/11/10 00:00:00.000000000,Y,27 IMPERIAL AVE,,,,,
02500215#1,2014,215 N BROADWAY#1,2014/11/11 00:00:00.000000000,Housing,Closed Out,2015/01/05 00:00:00.000000000,Y,215 N BROADWAY,,,,,
07020429-2,2014,429 E FIFTH ST,2014/12/15 00:00:00.000000000,Housing,Closed Out,2014/12/30 00:00:00.000000000,Y,429 E FIFTH ST,,,,,
01660562S,2014,562 BENTON CT,2014/09/15 00:00:00.000000000,Housing,Notice/Order Issued,2014/09/15 00:00:00.000000000,N,562 BENTON CT,,,,,
14840407-2,2014,407 PENNSYLVANIA AVE,2014/12/30 00:00:00.000000000,Housing,Notice/Order Issued,2015/01/05 00:00:00.000000000,N,407 PENNSYLVANIA AVE,,,,,
13080519#A-2,2015,519 MICHIGAN ST #A,2015/01/27 00:00:00.000000000,Housing,Notice/Order Issued,2015/02/02 00:00:00.000000000,N,519 MICHIGAN ST,,,,,
12781750#30,2015,1750 MCCULLOUGH DR #30 AKA 1218 WINBURN DR #30,2015/01/29 00:00:00.000000000,Housing,Notice/Order Issued,2015/02/23 00:00:00.000000000,N,1750 MCCULLOUGH DR,,,,,
20671053#138-2,2015,1053 WINBURN DR #138 AKA 1037-1085 WINBURN DR #138,2015/02/09 00:00:00.000000000,Housing,Notice/Order Issued,2015/02/23 00:00:00.000000000,N,1053 WINBURN DR,,,,,
20151501,2015,1501 WELLESLEY DR,2015/02/09 00:00:00.000000000,Housing,Notice/Order Issued,2015/02/13 00:00:00.000000000,N,1501 WELLESLEY DR,,,,,
17190737-2,2015,737 SHROPSHIRE AVE,2015/02/23 00:00:00.000000000,Housing,Notice/Order Issued,2015/02/26 00:00:00.000000000,N,737 SHROPSHIRE AVE,,,,,
17190737EMER,2015,737 SHROPSHIRE AVE,2015/02/26 00:00:00.000000000,Housing,Notice/Order Issued,2015/02/26 00:00:00.000000000,N,737 SHROPSHIRE AVE,,,,,
12781750#38,2015,1750 MCCULLOUGH DR #38 AKA 1218 WINBURN DR #38,2015/02/26 00:00:00.000000000,Housing,Notice/Order Issued,2015/02/26 00:00:00.000000000,N,1750 MCCULLOUGH DR,,,,,
14830123S,2014,123 PENMOKEN DR,2014/06/26 00:00:00.000000000,Housing,Reinspection,2015/01/29 00:00:00.000000000,N,123 PENMOKEN DR,,,,,
03641318-1320S,2014,1318-1320 CENTRE PKWY,2014/07/14 00:00:00.000000000,Housing,Reinspection,2015/02/05 00:00:00.000000000,N,1318 CENTRE PKWY,,,,,
03641288-1292S,2014,1288-1292 CENTRE PKWY,2014/07/22 00:00:00.000000000,Housing,Reinspection,2015/02/24 00:00:00.000000000,N,1288 CENTRE PKWY,,,,,
03641330-1332S,2014,1330-1332 CENTRE PKWY,2014/07/22 00:00:00.000000000,Housing,Reinspection,2015/02/24 00:00:00.000000000,N,1330 CENTRE PKWY,,,,,
35152224S,2014,2224 BELMONT CT,2014/08/27 00:00:00.000000000,Housing,Reinspection,2014/12/08 00:00:00.000000000,N,2224 BELMONT CT,,,,,
20671053#54-2,2014,1053 WINBURN DR #54,2014/12/23 00:00:00.000000000,Housing,Reinspection,2015/03/02 00:00:00.000000000,N,1053 WINBURN DR,,,,,
33620517#4,2011,517 PATTERSON DR#4,2011/01/25 00:00:00.000000000,Housing,Closed/Cancelled-No Response from Tenant,2011/01/26 00:00:00.000000000,Y,517 PATTERSON DR,,,,,
19173716#1204,2011,3716 TRENT BLVD #1204,2011/02/08 00:00:00.000000000,Housing,Closed/Cancelled-No Response from Tenant,2011/02/11 00:00:00.000000000,Y,3716 TRENT BLVD,,,,,
00980423#3-2,2011,423 AYLESFORD PL#3,2011/03/03 00:00:00.000000000,Housing,Closed/Cancelled-No Response from Tenant,2011/03/04 00:00:00.000000000,Y,423 AYLESFORD PL,,,,,
19601416-2,2011,1416 VERSAILLES RD,2011/04/04 00:00:00.000000000,Housing,Closed/Cancelled-No Response from Tenant,2011/04/07 00:00:00.000000000,Y,1416 VERSAILLES RD,,,,,
33680018-2,2011,18 QUEEN AVE,2011/04/08 00:00:00.000000000,Housing,Closed/Cancelled-No Response from Tenant,2011/04/01 00:00:00.000000000,Y,18 QUEEN AVE,,,,,
03041972#10,2011,1972 CAMBRIDGE DR#10,2011/04/15 00:00:00.000000000,Housing,Closed/Cancelled-No Response from Tenant,2011/04/20 00:00:00.000000000,Y,1972 CAMBRIDGE DR,,,,,
14060313#H,2011,313 NORTHLAND DR #H,2011/04/26 00:00:00.000000000,Housing,Closed/Cancelled-No Response from Tenant,2011/05/05 00:00:00.000000000,Y,313 NORTHLAND DR,,,,,
11072074#4,2011,2074 LAKESHORE DR #4,2011/04/28 00:00:00.000000000,Housing,Closed/Cancelled-No Response from Tenant,2011/05/03 00:00:00.000000000,Y,2074 LAKESHORE DR,,,,,
18482070-2,2011,2070 TAMMY CT,2011/04/28 00:00:00.000000000,Housing,Closed/Cancelled-No Response from Tenant,2011/05/02 00:00:00.000000000,Y,2070 TAMMY CT,,,,,
00231369#A5-4,2011,1369 ALEXANDRIA DR#A5,2011/04/29 00:00:00.000000000,Housing,Closed/Cancelled-No Response from Tenant,2011/05/05 00:00:00.000000000,Y,1369 ALEXANDRIA DR,,,,,
17630423,2011,423 SPRING ST,2011/05/02 00:00:00.000000000,Housing,Closed/Cancelled-No Response from Tenant,2011/05/03 00:00:00.000000000,Y,423 SPRING ST,,,,,
12670445#3-2,2011,445 E MAXWELL ST#3,2011/05/10 00:00:00.000000000,Housing,Closed/Cancelled-No Response from Tenant,2011/06/27 00:00:00.000000000,Y,445 E MAXWELL ST,,,,,
13191181,2011,1181 MILLCREEK DR,2011/06/10 00:00:00.000000000,Housing,Closed/Cancelled-No Response from Tenant,2011/06/13 00:00:00.000000000,Y,1181 MILLCREEK DR,,,,,
30870100,2011,100 DANTZLER DR,2011/06/21 00:00:00.000000000,Housing,Closed/Cancelled-No Response from Tenant,2011/06/27 00:00:00.000000000,Y,100 DANTZLER DR,,,,,
19601427#4,2011,1427 VERSAILLES RD#4,2011/06/21 00:00:00.000000000,Housing,Closed/Cancelled-No Response from Tenant,2011/06/22 00:00:00.000000000,Y,1427 VERSAILLES RD,,,,,
19601500-3,2011,1500 VERSAILLES RD,2011/06/22 00:00:00.000000000,Housing,Closed/Cancelled-No Response from Tenant,2011/06/23 00:00:00.000000000,Y,1500 VERSAILLES RD,,,,,
24492600-2,2011,2600 CHANT CT,2011/06/28 00:00:00.000000000,Housing,Closed/Cancelled-No Response from Tenant,2011/07/05 00:00:00.000000000,Y,2600 CHANT CT,,,,,
21340133#2,2011,133 ZANDALE DR#2,2011/07/11 00:00:00.000000000,Housing,Closed/Cancelled-No Response from Tenant,2011/07/18 00:00:00.000000000,Y,133 ZANDALE DR,,,,,
09380731#2-2,2011,731 HILL RISE CT #2,2011/08/03 00:00:00.000000000,Housing,Closed/Cancelled-No Response from Tenant,2011/08/09 00:00:00.000000000,Y,731 HILL RISE CT,,,,,
31341200,2011,1200 ACCORD DR,2011/08/10 00:00:00.000000000,Housing,Closed/Cancelled-No Response from Tenant,2011/08/15 00:00:00.000000000,Y,1200 ACCORD DR,,,,,
00231341#B7-3,2011,1341 ALEXANDRIA DR #B7,2011/08/30 00:00:00.000000000,Housing,Closed/Cancelled-No Response from Tenant,2012/03/30 00:00:00.000000000,Y,1341 ALEXANDRIA DR,,,,,
03042021#14-2,2011,2021 CAMBRIDGE DR#14,2011/09/06 00:00:00.000000000,Housing,Closed/Cancelled-No Response from Tenant,2011/09/06 00:00:00.000000000,Y,2021 CAMBRIDGE DR,,,,,
03042021,2011,2021 CAMBRIDGE DR,2011/09/06 00:00:00.000000000,Housing,Closed/Cancelled-No Response from Tenant,2011/09/07 00:00:00.000000000,Y,2021 CAMBRIDGE DR,,,,,
03041972-3,2011,1972 CAMBRIDGE DR,2011/09/07 00:00:00.000000000,Housing,Closed/Cancelled-No Response from Tenant,2011/09/08 00:00:00.000000000,Y,1972 CAMBRIDGE DR,,,,,
19601724#A101-3,2011,1724 VERSAILLES RD #A101,2011/09/09 00:00:00.000000000,Housing,Closed/Cancelled-No Response from Tenant,2011/09/22 00:00:00.000000000,Y,1724 VERSAILLES RD,,,,,
19661258#102,2011,1258 VILLAGE DR #102,2011/09/14 00:00:00.000000000,Housing,Closed/Cancelled-No Response from Tenant,2011/09/15 00:00:00.000000000,Y,1258 VILLAGE DR,,,,,
22491520#21,2011,1520 CONTINENTAL SQ #21,2011/09/15 00:00:00.000000000,Housing,Closed/Cancelled-No Response from Tenant,2011/10/11 00:00:00.000000000,Y,1520 CONTINENTAL SQ,,,,,
15892075#30,2011,2075 REGENCY RD #30,2011/09/30 00:00:00.000000000,Housing,Closed/Cancelled-No Response from Tenant,2011/10/14 00:00:00.000000000,Y,2075 REGENCY RD,,,,,
05550344,2011,344 DESHA RD AKA 342 344 DESHA RD,2011/10/03 00:00:00.000000000,Housing,Closed/Cancelled-No Response from Tenant,2011/11/07 00:00:00.000000000,Y,344 DESHA RD,,,,,
11253489#75,2011,3489 LANSDOWNE DR #75,2011/12/14 00:00:00.000000000,Housing,Closed/Cancelled-No Response from Tenant,2011/12/19 00:00:00.000000000,Y,3489 LANSDOWNE DR,,,,,
15811035#6104,2011,1035 RED MILE RD #6104,2011/12/28 00:00:00.000000000,Housing,Closed/Cancelled-No Response from Tenant,2011/12/30 00:00:00.000000000,Y,1035 RED MILE RD,,,,,
19601724#B284,2012,1724 VERSAILLES RD #B284,2012/01/19 00:00:00.000000000,Housing,Closed/Cancelled-No Response from Tenant,2012/01/20 00:00:00.000000000,Y,1724 VERSAILLES RD,,,,,
01050321#103,2012,321 BAINBRIDGE DR #103,2012/02/16 00:00:00.000000000,Housing,Closed/Cancelled-No Response from Tenant,2012/02/27 00:00:00.000000000,Y,321 BAINBRIDGE DR,,,,,
09380730#12-2,2012,730 HILL RISE CT #12,2012/03/28 00:00:00.000000000,Housing,Closed/Cancelled-No Response from Tenant,2012/04/10 00:00:00.000000000,Y,730 HILL RISE CT,,,,,
10404101,2012,4101 KEARNEY RD,2012/03/30 00:00:00.000000000,Housing,Closed/Cancelled-No Response from Tenant,2012/04/02 00:00:00.000000000,Y,4101 KEARNEY RD,,,,,
09563528,2012,3528 HONEY JAY CT,2012/04/03 00:00:00.000000000,Housing,Closed/Cancelled-No Response from Tenant,2012/04/06 00:00:00.000000000,Y,3528 HONEY JAY CT,,,,,
01050321#504,2012,321 BAINBRIDGE DR #504,2012/04/05 00:00:00.000000000,Housing,Closed/Cancelled-No Response from Tenant,2012/04/09 00:00:00.000000000,Y,321 BAINBRIDGE DR,,,,,
11661035#5,2012,1035 N LIMESTONE #5,2012/04/19 00:00:00.000000000,Housing,Closed/Cancelled-No Response from Tenant,2012/06/08 00:00:00.000000000,Y,1035 N LIMESTONE,,,,,
20671053#8,2012,1053 WINBURN DR #8,2012/06/01 00:00:00.000000000,Housing,Closed/Cancelled-No Response from Tenant,2012/06/04 00:00:00.000000000,Y,1053 WINBURN DR,,,,,
10312087-2,2012,2087 LAVERNE CT,2012/06/18 00:00:00.000000000,Housing,Closed/Cancelled-No Response from Tenant,2012/06/26 00:00:00.000000000,Y,2087 LAVERNE CT,,,,,
02360717,2012,717 BRECKENRIDGE ST,2012/06/26 00:00:00.000000000,Housing,Closed/Cancelled-No Response from Tenant,2012/06/26 00:00:00.000000000,Y,717 BRECKENRIDGE ST,,,,,
33563400#313B,2012,3400 MILAM LN #313B,2012/07/30 00:00:00.000000000,Housing,Closed/Cancelled-No Response from Tenant,2012/08/13 00:00:00.000000000,Y,3400 MILAM LN,,,,,
19450327#3,2012,327 S UPPER ST #3,2012/09/10 00:00:00.000000000,Housing,Closed/Cancelled-No Response from Tenant,2012/09/14 00:00:00.000000000,Y,327 S UPPER ST,,,,,
14440342-2,2012,342 OWSLEY AVE,2012/10/05 00:00:00.000000000,Housing,Closed/Cancelled-No Response from Tenant,2012/10/15 00:00:00.000000000,Y,342 OWSLEY AVE,,,,,
03641126,2012,1126 CENTRE PKWY,2012/10/18 00:00:00.000000000,Housing,Closed/Cancelled-No Response from Tenant,2012/10/23 00:00:00.000000000,Y,1126 CENTRE PKWY,,,,,
12781760#5-3,2013,1760 MCCULLOUGH DR #5,2013/01/10 00:00:00.000000000,Housing,Closed/Cancelled-No Response from Tenant,2013/01/17 00:00:00.000000000,Y,1760 MCCULLOUGH DR,,,,,
15700130,2013,130 RAND AVE,2013/05/21 00:00:00.000000000,Housing,Closed/Cancelled-No Response from Tenant,2013/07/02 00:00:00.000000000,Y,130 RAND AVE,,,,,
14680219#814-2,2013,219 PATCHEN DR #814,2013/05/22 00:00:00.000000000,Housing,Closed/Cancelled-No Response from Tenant,2013/05/28 00:00:00.000000000,Y,219 PATCHEN DR,,,,,
20671053#117,2013,1053 WINBURN DR #117,2013/05/23 00:00:00.000000000,Housing,Closed/Cancelled-No Response from Tenant,2013/06/03 00:00:00.000000000,Y,1053 WINBURN DR,,,,,
32011821,2013,1821 KILKENNY CT,2013/06/05 00:00:00.000000000,Housing,Closed/Cancelled-No Response from Tenant,2013/06/14 00:00:00.000000000,Y,1821 KILKENNY CT,,,,,
12781760#6-2,2013,1760 MCCULLOUGH DR #6,2013/06/20 00:00:00.000000000,Housing,Closed/Cancelled-No Response from Tenant,2013/07/10 00:00:00.000000000,Y,1760 MCCULLOUGH DR,,,,,
03042021#23,2013,2021 CAMBRIDGE DR #23,2013/07/23 00:00:00.000000000,Housing,Closed/Cancelled-No Response from Tenant,2013/07/26 00:00:00.000000000,Y,2021 CAMBRIDGE DR,,,,,
07702070#113,2013,2070 GARDEN SPRINGS DR #113,2013/08/02 00:00:00.000000000,Housing,Closed/Cancelled-No Response from Tenant,2013/08/06 00:00:00.000000000,Y,2070 GARDEN SPRINGS DR,,,,,
05672216#1,2013,2216 DINSMORE DR #1,2013/08/23 00:00:00.000000000,Housing,Closed/Cancelled-No Response from Tenant,2013/08/29 00:00:00.000000000,Y,2216 DINSMORE DR,,,,,
09553360#25-2,2013,3360 HOLWYN RD #25,2013/08/26 00:00:00.000000000,Housing,Closed/Cancelled-No Response from Tenant,2013/08/28 00:00:00.000000000,Y,3360 HOLWYN RD,,,,,
03042021#41,2013,2021 CAMBRIDGE DR #41,2013/08/26 00:00:00.000000000,Housing,Closed/Cancelled-No Response from Tenant,2013/09/04 00:00:00.000000000,Y,2021 CAMBRIDGE DR,,,,,
03641125#60,2013,1125 CENTRE PKWY #60,2013/09/04 00:00:00.000000000,Housing,Closed/Cancelled-No Response from Tenant,2013/09/09 00:00:00.000000000,Y,1125 CENTRE PKWY,,,,,
13080519#A,2013,519 MICHIGAN ST #A,2013/09/10 00:00:00.000000000,Housing,Closed/Cancelled-No Response from Tenant,2013/09/23 00:00:00.000000000,Y,519 MICHIGAN ST,,,,,
19601724#A101-4,2013,1724 VERSAILLES RD #A101,2013/10/07 00:00:00.000000000,Housing,Closed/Cancelled-No Response from Tenant,2013/10/11 00:00:00.000000000,Y,1724 VERSAILLES RD,,,,,
03042021#37,2013,2021 CAMBRIDGE DR #37,2013/10/17 00:00:00.000000000,Housing,Closed/Cancelled-No Response from Tenant,2013/10/31 00:00:00.000000000,Y,2021 CAMBRIDGE DR,,,,,
19601724#A101-5,2013,1724 VERSAILLES RD #A101,2013/10/17 00:00:00.000000000,Housing,Closed/Cancelled-No Response from Tenant,2013/10/30 00:00:00.000000000,Y,1724 VERSAILLES RD,,,,,
00921772#8-3,2013,1772 AUGUSTA CT #8,2013/10/22 00:00:00.000000000,Housing,Closed/Cancelled-No Response from Tenant,2013/11/07 00:00:00.000000000,Y,1772 AUGUSTA CT,,,,,
32210551#A,2013,551 NEWTOWN PIKE #A,2013/12/27 00:00:00.000000000,Housing,Closed/Cancelled-No Response from Tenant,2014/01/03 00:00:00.000000000,Y,551 NEWTOWN PIKE,,,,,
18010208#3,2014,208 STONE AVE #3,2014/01/02 00:00:00.000000000,Housing,Closed/Cancelled-No Response from Tenant,2014/01/08 00:00:00.000000000,Y,208 STONE AVE,,,,,
12781750#48-2,2014,1750 MCCULLOUGH DR #48,2014/01/16 00:00:00.000000000,Housing,Closed/Cancelled-No Response from Tenant,2014/01/27 00:00:00.000000000,Y,1750 MCCULLOUGH DR,,,,,
37960515,2014,515 PARSLEY DR,2014/02/04 00:00:00.000000000,Housing,Closed/Cancelled-No Response from Tenant,2014/02/07 00:00:00.000000000,Y,515 PARSLEY DR,,,,,
20671053#132,2014,1053 WINBURN DR #132,2014/02/05 00:00:00.000000000,Housing,Closed/Cancelled-No Response from Tenant,2014/02/07 00:00:00.000000000,Y,1053 WINBURN DR,,,,,
05672256-4,2014,2256 DINSMORE DR,2014/03/10 00:00:00.000000000,Housing,Closed/Cancelled-No Response from Tenant,2014/03/11 00:00:00.000000000,Y,2256 DINSMORE DR,,,,,
20671053#5-2,2014,1053 WINBURN DR #5,2014/03/17 00:00:00.000000000,Housing,Closed/Cancelled-No Response from Tenant,2014/03/21 00:00:00.000000000,Y,1053 WINBURN DR,,,,,
20671053#153,2014,1053 WINBURN DR #153,2014/03/17 00:00:00.000000000,Housing,Closed/Cancelled-No Response from Tenant,2014/03/21 00:00:00.000000000,Y,1053 WINBURN DR,,,,,
18112030#2,2014,2030 JEFFREY CT #2,2014/03/26 00:00:00.000000000,Housing,Closed/Cancelled-No Response from Tenant,2014/04/08 00:00:00.000000000,Y,2030 JEFFREY CT,,,,,
10111752#G5,2014,1752 JENNIFER RD #G5,2014/05/12 00:00:00.000000000,Housing,Closed/Cancelled-No Response from Tenant,2014/05/21 00:00:00.000000000,Y,1752 JENNIFER RD,,,,,
00931843#7,2014,1843 AUGUSTA DR #7,2014/05/23 00:00:00.000000000,Housing,Closed/Cancelled-No Response from Tenant,2014/05/28 00:00:00.000000000,Y,1843 AUGUSTA DR,,,,,
20550254#1,2014,254 WILLARD ST #1,2014/05/23 00:00:00.000000000,Housing,Closed/Cancelled-No Response from Tenant,2014/05/30 00:00:00.000000000,Y,254 WILLARD ST,,,,,
05672216#9-2,2014,2216 DINSMORE DR,2014/06/10 00:00:00.000000000,Housing,Closed/Cancelled-No Response from Tenant,2014/06/13 00:00:00.000000000,Y,2216 DINSMORE DR,,,,,
05672216#42,2014,2216 DINSMORE DR,2014/06/10 00:00:00.000000000,Housing,Closed/Cancelled-No Response from Tenant,2014/06/17 00:00:00.000000000,Y,2216 DINSMORE DR,,,,,
09391696#8-2,2014,1696 HILL RISE DR #8,2014/08/26 00:00:00.000000000,Housing,Closed/Cancelled-No Response from Tenant,2014/09/08 00:00:00.000000000,Y,1696 HILL RISE DR,,,,,
11332148#B29,2014,2148 LARKSPUR DR #B29,2014/08/26 00:00:00.000000000,Housing,Closed/Cancelled-No Response from Tenant,2014/09/09 00:00:00.000000000,Y,2148 LARKSPUR DR,,,,,
03641298,2014,1298 CENTRE PKWY,2014/09/18 00:00:00.000000000,Housing,Closed/Cancelled-No Response from Tenant,2014/09/19 00:00:00.000000000,Y,1298 CENTRE PKWY,,,,,
17300664-2,2014,664 E SIXTH ST,2014/10/02 00:00:00.000000000,Housing,Closed/Cancelled-No Response from Tenant,2014/10/14 00:00:00.000000000,Y,664 E SIXTH ST,,,,,
12300145#202,2014,145 MALABU DR#202,2014/10/08 00:00:00.000000000,Housing,Closed/Cancelled-No Response from Tenant,2014/10/13 00:00:00.000000000,Y,145 MALABU DR,,,,,
19601423#1-2,2014,1423 VERSAILLES RD #1,2014/10/31 00:00:00.000000000,Housing,Closed/Cancelled-No Response from Tenant,2014/11/06 00:00:00.000000000,Y,1423 VERSAILLES RD,,,,,
07260414,2014,414 FOREHAND CT,2014/11/05 00:00:00.000000000,Housing,Closed/Cancelled-No Response from Tenant,2014/11/07 00:00:00.000000000,Y,414 FOREHAND CT,,,,,
20003455,2015,3455 WARWICK CT,2015/01/05 00:00:00.000000000,Housing,Closed/Cancelled-No Response from Tenant,2015/01/07 00:00:00.000000000,Y,3455 WARWICK CT,,,,,
18010201#1,2015,201 STONE AVE #1,2015/02/20 00:00:00.000000000,Housing,Closed/Cancelled-No Response from Tenant,2015/02/26 00:00:00.000000000,Y,201 STONE AVE,,,,,
00302034#3,2011,2034 ALTAMONT CT#3,2011/01/03 00:00:00.000000000,Housing,Resolved Complaint,2011/01/06 00:00:00.000000000,Y,2034 ALTAMONT CT,,,,,
00431974,2011,1974 ANNISTON DR,2011/01/10 00:00:00.000000000,Housing,Resolved Complaint,2011/01/13 00:00:00.000000000,Y,1974 ANNISTON DR,,,,,
00921812,2011,1812 AUGUSTA CT,2011/02/01 00:00:00.000000000,Housing,Resolved Complaint,2011/02/03 00:00:00.000000000,Y,1812 AUGUSTA CT,,,,,
11090507#432-2,2011,507 LAKETOWER DR#432,2011/02/04 00:00:00.000000000,Housing,Resolved Complaint,2011/02/18 00:00:00.000000000,Y,507 LAKETOWER DR,,,,,
09391692#8-2,2011,1692 HILL RISE DR#8,2011/02/07 00:00:00.000000000,Housing,Resolved Complaint,2011/02/10 00:00:00.000000000,Y,1692 HILL RISE DR,,,,,
11661035#4,2011,1035 N LIMESTONE#4,2011/02/16 00:00:00.000000000,Housing,Resolved Complaint,2011/02/24 00:00:00.000000000,Y,1035 N LIMESTONE,,,,,
09380734#2-2,2011,734 HILL RISE CT#2,2011/02/18 00:00:00.000000000,Housing,Resolved Complaint,2011/02/22 00:00:00.000000000,Y,734 HILL RISE CT,,,,,
14680219#1710,2011,219 PATCHEN DR #1710,2011/04/13 00:00:00.000000000,Housing,Resolved Complaint,2011/04/15 00:00:00.000000000,Y,219 PATCHEN DR,,,,,
24492688-3,2011,2688 CHANT CT,2011/04/14 00:00:00.000000000,Housing,Resolved Complaint,2011/04/14 00:00:00.000000000,Y,2688 CHANT CT,,,,,
20671053#136-2,2011,1053 WINBURN DR#136,2011/04/26 00:00:00.000000000,Housing,Resolved Complaint,2011/05/04 00:00:00.000000000,Y,1053 WINBURN DR,,,,,
19380207#6,2011,207 TWELFTH ST#6,2011/05/25 00:00:00.000000000,Housing,Resolved Complaint,2011/06/02 00:00:00.000000000,Y,207 TWELFTH ST,,,,,
