CaseNo,CaseYr,Address,DateOpened,CaseType,Status,StatusDate,Closed,CleanAddress,MatchType,MatchAddress,parcelId,lat,lng
08861988S,2013,1988 HARRODSBURG RD,2013/04/17 00:00:00.000,Housing,Closed Out,2013/09/18 00:00:00.000,Y,1988 HARRODSBURG RD,Block Level,HARRODSBURG RD,,-84.53449574637564,38.026885222054794
17930113-6,2013,113 STATE ST,2013/04/24 00:00:00.000,Housing,Closed Out,2013/06/07 00:00:00.000,Y,113 STATE ST,Block Level,STATE ST,,-84.511276607042547,38.030250080541236
00231369#B1-3,2013,1369 ALEXANDRIA DR #B1,2013/05/06 00:00:00.000,Housing,Closed Out,2013/08/15 00:00:00.000,Y,1369 ALEXANDRIA DR,Block Level,ALEXANDRIA DR,,-84.552360764802131,38.049824671949139
09391695-4,2013,1695 HILL RISE DR (EXT & COMMON AREA),2013/05/10 00:00:00.000,Housing,Closed Out,2014/02/14 00:00:00.000,Y,1695 HILL RISE DR,Block Level,HILL RISE DR,,-84.533439359185806,38.046910749121196
33680047-2,2015,47 QUEEN AVE,2015/02/25 00:00:00.000,Housing,Complaint Received,2015/02/25 00:00:00.000,N,47 QUEEN AVE,Block Level,QUEEN AVE,,-84.500257873947618,38.072374526093931
20417391/2EXT,2013,739 1/2 WHITNEY AVE EXTERIOR,2013/05/15 00:00:00.000,Housing,Closed Out,2013/11/06 00:00:00.000,Y,739 1/2 WHITNEY AVE,Block Level,WHITNEY AVE,,-84.503126906674126,38.059648750497033
03042021EMER#24,2013,2021 CAMBRIDGE DR #24,2013/05/20 00:00:00.000,Housing,Closed Out,2013/09/23 00:00:00.000,Y,2021 CAMBRIDGE DR,Block Level,CAMBRIDGE DR,,-84.548259472081895,38.052530777231645
12781750#22,2013,1750 MCCULLOUGH DR #22 AKA 1218 WINBURN DR,2013/06/18 00:00:00.000,Housing,Closed Out,2013/10/14 00:00:00.000,Y,1750 MCCULLOUGH DR,Block Level,MCCULLOUGH DR,,-84.474084320835885,38.08500306675527
12300145#312B,2013,145 MALABU DR #312B,2013/07/02 00:00:00.000,Housing,Closed Out,2013/08/19 00:00:00.000,Y,145 MALABU DR,Block Level,MALABU DR,,-84.51694626669503,38.001980144227332
05151814#2-4,2013,1814 DALTON CT #2 AKA 1804 DALTON CT #2,2013/07/02 00:00:00.000,Housing,Closed Out,2013/11/05 00:00:00.000,Y,1814 DALTON CT,Block Level,DALTON CT,,-84.440919578078109,38.0562376075111
20671053#2,2013,1053 WINBURN DR #2 AKA 1037-1085 WINBURN DR #2,2013/07/05 00:00:00.000,Housing,Closed Out,2013/11/13 00:00:00.000,Y,1053 WINBURN DR,Block Level,WINBURN DR,,-84.47796495459157,38.088652112049594
35142509#3-2,2015,2509 MACKENZIE LN#3,2015/02/25 00:00:00.000,Housing,Complaint Received,2015/02/25 00:00:00.000,N,2509 MACKENZIE LN,Block Level,MACKENZIE LN,,-84.446801117967865,38.030626662955278
07020429,2013,429 E FIFTH ST AKA 427-429 E FIFTH ST,2013/07/12 00:00:00.000,Housing,Closed Out,2013/11/13 00:00:00.000,Y,429 E FIFTH ST,Block Level,E FIFTH ST,,-84.482847563488235,38.047361820902012
13080519-4,2013,519 MICHIGAN ST AKA 536 GEORGETOWN ST,2013/07/25 00:00:00.000,Housing,Closed Out,2013/10/28 00:00:00.000,Y,519 MICHIGAN ST,Block Level,MICHIGAN ST,,-84.501099660928844,38.06323158825969
19601427EMER#2,2013,1427 VERSAILLES RD #2,2013/08/14 00:00:00.000,Housing,Closed Out,2013/09/18 00:00:00.000,Y,1427 VERSAILLES RD,Block Level,VERSAILLES RD,,-84.527656629281694,38.049421026111268
15700130-2,2013,130 RAND AVE AKA 128-130 RAND AVE,2013/08/19 00:00:00.000,Housing,Closed Out,2013/11/13 00:00:00.000,Y,130 RAND AVE,Block Level,RAND AVE,,-84.486396961158334,38.052586964234365
16900199-2,2013,199 E SEVENTH ST AKA 197-199 E SEVENTH ST,2013/09/05 00:00:00.000,Housing,Closed Out,2013/11/13 00:00:00.000,Y,199 E SEVENTH ST,Block Level,E SEVENTH ST,,-84.482080327355874,38.05348658536375
16800341EMER,2013,341 SCOTT ST,2013/09/23 00:00:00.000,Housing,Closed Out,2013/11/01 00:00:00.000,Y,341 SCOTT ST,Block Level,SCOTT ST,,-84.508514591095917,38.040682350493377
06381441-2,2011,1441 ELIZABETH ST,2011/01/11 00:00:00.000,Housing,Closed Out,2011/02/24 00:00:00.000,Y,1441 ELIZABETH ST,Block Level,ELIZABETH ST,,-84.513980018238072,38.027084688989241
11660738-4,2013,738 N LIMESTONE AKA 736 N LIMESTONE,2013/10/03 00:00:00.000,Housing,Closed Out,2013/11/27 00:00:00.000,Y,738 N LIMESTONE,Block Level,N LIMESTONE,,-84.48323503998661,38.05612042223666
19380103,2013,103 TWELFTH ST AKA 105 TWELFTH ST,2013/10/07 00:00:00.000,Housing,Closed Out,2013/11/22 00:00:00.000,Y,103 TWELFTH ST,Block Level,TWELFTH ST,,-84.478723339190765,38.061475284457096
00232251,2013,2251 ALEXANDRIA DR,2013/11/01 00:00:00.000,Housing,Closed Out,2014/01/02 00:00:00.000,Y,2251 ALEXANDRIA DR,Block Level,ALEXANDRIA DR,,-84.553168341425121,38.022804545930605
20417391/2-2,2013,739 1/2 WHITNEY AVE,2013/11/06 00:00:00.000,Housing,Closed Out,2013/12/17 00:00:00.000,Y,739 1/2 WHITNEY AVE,Block Level,WHITNEY AVE,,-84.503126906674126,38.059648750497033
17730381,2011,381 SQUIRES RD,2011/01/18 00:00:00.000,Housing,Closed Out,2011/01/21 00:00:00.000,Y,381 SQUIRES RD,Block Level,SQUIRES RD,,-84.446168544414746,37.991721717402235
14680201-241#1704,2013,201-241 PATCHEN #1704 (AKA 219 PATCHEN DR),2013/11/25 00:00:00.000,Housing,Closed Out,2014/01/17 00:00:00.000,Y,201 PATCHEN,Block Level,PATCHEN DR,,-84.457275850333943,38.007209002736239
15600469EMER#10,2013,469 RACE ST #10 AKA 442 E FIFTH ST,2013/12/04 00:00:00.000,Housing,Closed Out,2014/01/08 00:00:00.000,Y,469 RACE ST,Block Level,RACE ST,,-84.483346714919946,38.046125528818699
19440719#2-2,2014,719 N UPPER ST #2 AKA 717-719 N UPPER ST,2014/01/08 00:00:00.000,Housing,Closed Out,2014/06/17 00:00:00.000,Y,719 N UPPER ST,Block Level,N UPPER ST,,-84.484055289307818,38.05686967397088
13080511#E-2,2014,511 MICHIGAN ST #E AKA 536 GEORGETOWN ST,2014/01/22 00:00:00.000,Housing,Closed Out,2014/05/05 00:00:00.000,Y,511 MICHIGAN ST,Block Level,MICHIGAN ST,,-84.501099660928844,38.06323158825969
08560324#A-2,2014,324 GUNN ST #A AKA 402 GUNN ST,2014/03/11 00:00:00.000,Housing,Closed Out,2014/06/27 00:00:00.000,Y,324 GUNN ST,Block Level,GUNN ST,,-84.489106558481183,38.045500712781724
20481940,2014,1940 WICKLAND DR AKA 1942 WICKLAND DR,2014/03/13 00:00:00.000,Housing,Closed Out,2014/07/14 00:00:00.000,Y,1940 WICKLAND DR,Block Level,WICKLAND DR,,-84.450112923623777,38.068954778697425
08560324-402#AEMER,2014,324-402 GUNN ST #A AKA 402 GUNN ST,2014/03/18 00:00:00.000,Housing,Closed Out,2014/03/26 00:00:00.000,Y,324 GUNN ST,Block Level,GUNN ST,,-84.489106558481183,38.045500712781724
07650117,2011,117 GAINESWAY DR,2011/02/08 00:00:00.000,Housing,Closed Out,2011/03/16 00:00:00.000,Y,117 GAINESWAY DR,Block Level,GAINESWAY DR,,-84.493671164361359,37.987592238272676
19380207#3-4,2014,207 TWELFTH ST #3 AKA 205-207 TWELFTH ST,2014/03/19 00:00:00.000,Housing,Closed Out,2014/05/08 00:00:00.000,Y,207 TWELFTH ST,Block Level,TWELFTH ST,,-84.480603936770393,38.063117277233182
19440725-727-4,2014,725 N UPPER AKA 725-727 N UPPER,2014/04/16 00:00:00.000,Housing,Closed Out,2014/08/04 00:00:00.000,Y,725 N UPPER,Block Level,N UPPER ST,,-84.484055289307818,38.05686967397088
33420010-6,2014,10 IMPERIAL AVE,2014/05/01 00:00:00.000,Housing,Closed Out,2014/09/12 00:00:00.000,Y,10 IMPERIAL AVE,Block Level,IMPERIAL AVE,,-84.498348986762153,38.071313934702893
33420052-3,2014,52 IMPERIAL AVE,2014/05/01 00:00:00.000,Housing,Closed Out,2014/09/12 00:00:00.000,Y,52 IMPERIAL AVE,Block Level,IMPERIAL AVE,,-84.499672249913587,38.072506539851602
33420004-2,2014,4 IMPERIAL AVE,2014/05/01 00:00:00.000,Housing,Closed Out,2014/11/13 00:00:00.000,Y,4 IMPERIAL AVE,Block Level,IMPERIAL AVE,,-84.497643881470722,38.070526956763445
33420006-2,2014,6 IMPERIAL AVE,2014/05/01 00:00:00.000,Housing,Closed Out,2014/11/13 00:00:00.000,Y,6 IMPERIAL AVE,Block Level,IMPERIAL AVE,,-84.497643881470722,38.070526956763445
33420014-3,2014,14 IMPERIAL AVE,2014/05/01 00:00:00.000,Housing,Closed Out,2014/11/13 00:00:00.000,Y,14 IMPERIAL AVE,Block Level,IMPERIAL AVE,,-84.498348986762153,38.071313934702893
33420016-3,2014,16 IMPERIAL AVE,2014/05/01 00:00:00.000,Housing,Closed Out,2014/11/13 00:00:00.000,Y,16 IMPERIAL AVE,Block Level,IMPERIAL AVE,,-84.498348986762153,38.071313934702893
33150203,2011,203 DALRAY ST,2011/03/29 00:00:00.000,Housing,Closed Out,2011/10/27 00:00:00.000,Y,203 DALRAY ST,Block Level,DALRAY ST,,-84.512832546889939,38.068068908608325
33420018-4,2014,18 IMPERIAL AVE,2014/05/01 00:00:00.000,Housing,Closed Out,2014/11/13 00:00:00.000,Y,18 IMPERIAL AVE,Block Level,IMPERIAL AVE,,-84.498348986762153,38.071313934702893
33420032-2,2014,32 IMPERIAL AVE,2014/05/01 00:00:00.000,Housing,Closed Out,2014/11/13 00:00:00.000,Y,32 IMPERIAL AVE,Block Level,IMPERIAL AVE,,-84.498348986762153,38.071313934702893
33420036,2014,36 IMPERIAL AVE,2014/05/01 00:00:00.000,Housing,Closed Out,2014/11/13 00:00:00.000,Y,36 IMPERIAL AVE,Block Level,IMPERIAL AVE,,-84.499672249913587,38.072506539851602
33420048,2014,48 IMPERIAL AVE,2014/05/01 00:00:00.000,Housing,Closed Out,2014/11/13 00:00:00.000,Y,48 IMPERIAL AVE,Block Level,IMPERIAL AVE,,-84.499672249913587,38.072506539851602
33420011-3,2014,11 IMPERIAL AVE,2014/05/06 00:00:00.000,Housing,Closed Out,2014/06/17 00:00:00.000,Y,11 IMPERIAL AVE,Block Level,IMPERIAL AVE,,-84.498348986762153,38.071313934702893
33420017-7,2014,17 IMPERIAL AVE,2014/05/06 00:00:00.000,Housing,Closed Out,2014/06/17 00:00:00.000,Y,17 IMPERIAL AVE,Block Level,IMPERIAL AVE,,-84.498348986762153,38.071313934702893
33420007,2014,7 IMPERIAL AVE,2014/05/06 00:00:00.000,Housing,Closed Out,2014/06/17 00:00:00.000,Y,7 IMPERIAL AVE,Block Level,IMPERIAL AVE,,-84.497643881470722,38.070526956763445
33420009-3,2014,9 IMPERIAL AVE,2014/05/06 00:00:00.000,Housing,Closed Out,2014/06/17 00:00:00.000,Y,9 IMPERIAL AVE,Block Level,IMPERIAL AVE,,-84.498348986762153,38.071313934702893
33420015-3,2014,15 IMPERIAL AVE,2014/05/06 00:00:00.000,Housing,Closed Out,2014/10/27 00:00:00.000,Y,15 IMPERIAL AVE,Block Level,IMPERIAL AVE,,-84.498348986762153,38.071313934702893
33420005-3,2014,5 IMPERIAL AVE,2014/05/06 00:00:00.000,Housing,Closed Out,2014/10/27 00:00:00.000,Y,5 IMPERIAL AVE,Block Level,IMPERIAL AVE,,-84.497643881470722,38.070526956763445
33420001,2014,1 IMPERIAL AVE,2014/05/06 00:00:00.000,Housing,Closed Out,2014/11/03 00:00:00.000,Y,1 IMPERIAL AVE,Block Level,IMPERIAL AVE,,-84.497643881470722,38.070526956763445
33420003,2014,3 IMPERIAL AVE,2014/05/06 00:00:00.000,Housing,Closed Out,2014/11/11 00:00:00.000,Y,3 IMPERIAL AVE,Block Level,IMPERIAL AVE,,-84.497643881470722,38.070526956763445
33420039-2,2014,39 IMPERIAL AVE,2014/05/08 00:00:00.000,Housing,Closed Out,2014/06/27 00:00:00.000,Y,39 IMPERIAL AVE,Block Level,IMPERIAL AVE,,-84.499672249913587,38.072506539851602
33420029-4,2014,29 IMPERIAL AVE,2014/05/08 00:00:00.000,Housing,Closed Out,2014/09/17 00:00:00.000,Y,29 IMPERIAL AVE,Block Level,IMPERIAL AVE,,-84.498348986762153,38.071313934702893
33420027-4,2014,27 IMPERIAL AVE,2014/05/08 00:00:00.000,Housing,Closed Out,2014/10/24 00:00:00.000,Y,27 IMPERIAL AVE,Block Level,IMPERIAL AVE,,-84.498348986762153,38.071313934702893
33420019-5,2014,19 IMPERIAL AVE,2014/05/08 00:00:00.000,Housing,Closed Out,2014/10/29 00:00:00.000,Y,19 IMPERIAL AVE,Block Level,IMPERIAL AVE,,-84.498348986762153,38.071313934702893
33420037-2,2014,37 IMPERIAL AVE,2014/05/08 00:00:00.000,Housing,Closed Out,2014/11/03 00:00:00.000,Y,37 IMPERIAL AVE,Block Level,IMPERIAL AVE,,-84.499672249913587,38.072506539851602
10630414-6,2011,414 KENTUCKY AVE,2011/04/01 00:00:00.000,Housing,Closed Out,2011/08/31 00:00:00.000,Y,414 KENTUCKY AVE,Block Level,KENTUCKY AVE,,-84.493829114235069,38.034667976999749
33420033-2,2014,33 IMPERIAL AVE,2014/05/08 00:00:00.000,Housing,Closed Out,2014/11/03 00:00:00.000,Y,33 IMPERIAL AVE,Block Level,IMPERIAL AVE,,-84.498348986762153,38.071313934702893
33420031-5,2014,31 IMPERIAL AVE,2014/05/08 00:00:00.000,Housing,Closed Out,2014/11/10 00:00:00.000,Y,31 IMPERIAL AVE,Block Level,IMPERIAL AVE,,-84.498348986762153,38.071313934702893
12781750#71,2014,1750 MCCULLOUGH DR AKA 1218 WINBURN DR #71,2014/05/13 00:00:00.000,Housing,Closed Out,2014/08/27 00:00:00.000,Y,1750 MCCULLOUGH DR,Block Level,MCCULLOUGH DR,,-84.474084320835885,38.08500306675527
33420057-3,2014,57 IMPERIAL AVE,2014/05/21 00:00:00.000,Housing,Closed Out,2014/07/01 00:00:00.000,Y,57 IMPERIAL AVE,Block Level,IMPERIAL AVE,,-84.499672249913587,38.072506539851602
33420047-4,2014,47 IMPERIAL AVE,2014/05/21 00:00:00.000,Housing,Closed Out,2014/07/01 00:00:00.000,Y,47 IMPERIAL AVE,Block Level,IMPERIAL AVE,,-84.499672249913587,38.072506539851602
33420065-3,2014,65 IMPERIAL AVE,2014/05/21 00:00:00.000,Housing,Closed Out,2014/10/17 00:00:00.000,Y,65 IMPERIAL AVE,Block Level,IMPERIAL AVE,,-84.499672249913587,38.072506539851602
33420059-2,2014,59 IMPERIAL AVE,2014/05/21 00:00:00.000,Housing,Closed Out,2014/11/10 00:00:00.000,Y,59 IMPERIAL AVE,Block Level,IMPERIAL AVE,,-84.499672249913587,38.072506539851602
33420045-4,2014,45 IMPERIAL AVE,2014/05/21 00:00:00.000,Housing,Closed Out,2014/11/10 00:00:00.000,Y,45 IMPERIAL AVE,Block Level,IMPERIAL AVE,,-84.499672249913587,38.072506539851602
33420043-3,2014,43 IMPERIAL AVE,2014/05/21 00:00:00.000,Housing,Closed Out,2014/11/10 00:00:00.000,Y,43 IMPERIAL AVE,Block Level,IMPERIAL AVE,,-84.499672249913587,38.072506539851602
33420069,2014,69 IMPERIAL AVE,2014/05/21 00:00:00.000,Housing,Closed Out,2014/11/10 00:00:00.000,Y,69 IMPERIAL AVE,Block Level,IMPERIAL AVE,,-84.499672249913587,38.072506539851602
30850921,2011,921 CHINOE PL,2011/04/26 00:00:00.000,Housing,Closed Out,2011/09/16 00:00:00.000,Y,921 CHINOE PL,Block Level,CHINOE PL,,-84.485808739806075,38.004116244352304
33420049-3,2014,49 IMPERIAL AVE,2014/05/21 00:00:00.000,Housing,Closed Out,2014/11/11 00:00:00.000,Y,49 IMPERIAL AVE,Block Level,IMPERIAL AVE,,-84.499672249913587,38.072506539851602
33420041-4,2014,41 IMPERIAL AVE,2014/05/21 00:00:00.000,Housing,Closed Out,2014/11/11 00:00:00.000,Y,41 IMPERIAL AVE,Block Level,IMPERIAL AVE,,-84.499672249913587,38.072506539851602
18112030#4,2014,2030 JEFFREY CT #4 AKA 2022-2030 JEFFREY CT#4,2014/05/22 00:00:00.000,Housing,Closed Out,2014/09/23 00:00:00.000,Y,2030 JEFFREY CT,Block Level,JEFFREY CT,,-84.550325154138406,38.052103831368782
12781760#8-2,2014,1760 MCCULLOUGH DR#8 AKA 1218 WINBURN DR #8,2014/06/10 00:00:00.000,Housing,Closed Out,2014/09/23 00:00:00.000,Y,1760 MCCULLOUGH DR,Block Level,MCCULLOUGH DR,,-84.472850039602946,38.087482093696778
05672216#39,2014,2216 DINSMORE DR #39,2014/06/23 00:00:00.000,Housing,Closed Out,2014/06/25 00:00:00.000,Y,2216 DINSMORE DR,Block Level,DINSMORE DR,,-84.466448150866995,38.01685469040639
03641174-1176S,2014,1174-1176 CENTRE PKWY,2014/07/03 00:00:00.000,Housing,Closed Out,2014/08/06 00:00:00.000,Y,1174 CENTRE PKWY,Block Level,CENTRE PKWY,,-84.483395818050056,37.981808050699229
03641142-1144S,2014,1142-1144 CENTRE PKWY,2014/07/03 00:00:00.000,Housing,Closed Out,2014/09/09 00:00:00.000,Y,1142 CENTRE PKWY,Block Level,CENTRE PKWY,,-84.484326394360934,37.983196920877027
08690113S,2011,113 HAMILTON LN,2011/06/01 00:00:00.000,Housing,Closed Out,2012/01/03 00:00:00.000,Y,113 HAMILTON LN,Block Level,HAMILTON LN,,-84.572542139842867,38.143187218646119
03641162-1164S,2014,1162-1164 CENTRE PKWY,2014/07/03 00:00:00.000,Housing,Closed Out,2014/09/12 00:00:00.000,Y,1162 CENTRE PKWY,Block Level,CENTRE PKWY,,-84.483395818050056,37.981808050699229
03641138-1140S,2014,1138-1140 CENTRE PKWY,2014/07/03 00:00:00.000,Housing,Closed Out,2014/09/12 00:00:00.000,Y,1138 CENTRE PKWY,Block Level,CENTRE PKWY,,-84.484326394360934,37.983196920877027
03641178-1180S,2014,1178-1180 CENTRE PKWY,2014/07/03 00:00:00.000,Housing,Closed Out,2014/10/23 00:00:00.000,Y,1178 CENTRE PKWY,Block Level,CENTRE PKWY,,-84.483395818050056,37.981808050699229
03641190-1192S,2014,1190-1192 CENTRE PKWY,2014/07/03 00:00:00.000,Housing,Closed Out,2014/10/23 00:00:00.000,Y,1190 CENTRE PKWY,Block Level,CENTRE PKWY,,-84.483395818050056,37.981808050699229
03641170-1172S,2014,1170-1172 CENTRE PKWY,2014/07/03 00:00:00.000,Housing,Closed Out,2015/02/26 00:00:00.000,Y,1170 CENTRE PKWY,Block Level,CENTRE PKWY,,-84.483395818050056,37.981808050699229
03641126-1128S,2014,1126-1128 CENTRE PKWY,2014/07/03 00:00:00.000,Housing,Closed Out,2015/02/26 00:00:00.000,Y,1126 CENTRE PKWY,Block Level,CENTRE PKWY,,-84.484889362216975,37.984085810596881
22491508-5,2014,1508 CONTINENTAL SQ AKA 1500-1532,2014/07/03 00:00:00.000,Housing,Closed Out,2014/10/27 00:00:00.000,Y,1508 CONTINENTAL SQ,Block Level,CONTINENTAL SQ,,-84.451719778366396,38.047440538554248
24492665-2675EXT,2014,2665-2675 CHANT CT AKA 200 ALSAB CT,2014/07/08 00:00:00.000,Housing,Closed Out,2014/09/30 00:00:00.000,Y,2665 CHANT CT,Block Level,CHANT CT,,-84.451374306900306,38.012872874340346
08750254S,2011,254 N HANOVER AVE,2011/06/09 00:00:00.000,Housing,Closed Out,2011/10/03 00:00:00.000,Y,254 N HANOVER AVE,Block Level,N HANOVER AVE,,-84.481009294767759,38.035811987403818
24492689-2703EXT,2014,2689-2703 CHANT CT AKA 200 ALSAB CT,2014/07/08 00:00:00.000,Housing,Closed Out,2014/09/30 00:00:00.000,Y,2689 CHANT CT,Block Level,CHANT CT,,-84.451374306900306,38.012872874340346
24492677-2687EXT,2014,2677-2687 CHANT CT AKA 200 ALSAB CT,2014/07/08 00:00:00.000,Housing,Closed Out,2015/02/24 00:00:00.000,Y,2677 CHANT CT,Block Level,CHANT CT,,-84.451374306900306,38.012872874340346
03641326-1328S,2014,1326-1328 CENTRE PKWY,2014/07/22 00:00:00.000,Housing,Closed Out,2014/09/09 00:00:00.000,Y,1326 CENTRE PKWY,Block Level,CENTRE PKWY,,-84.475495241914629,37.981956561309246
03641302-1304S,2014,1302-1304 CENTRE PKWY,2014/07/22 00:00:00.000,Housing,Closed Out,2014/09/25 00:00:00.000,Y,1302 CENTRE PKWY,Block Level,CENTRE PKWY,,-84.476330888570672,37.980774816397123
03641250-12520S,2014,1250-1252 CENTRE PKWY,2014/07/22 00:00:00.000,Housing,Closed Out,2014/10/23 00:00:00.000,Y,1250 CENTRE PKWY,Block Level,CENTRE PKWY,,-84.479307902998698,37.979858312523547
19840327EMER,2014,327 WALLER AVE,2014/08/12 00:00:00.000,Housing,Closed Out,2014/08/15 00:00:00.000,Y,327 WALLER AVE,Block Level,WALLER AVE,,-84.517305403591507,38.029667521463352
12300137#102,2014,137 MALABU DR #102,2014/08/20 00:00:00.000,Housing,Closed Out,2014/10/02 00:00:00.000,Y,137 MALABU DR,Block Level,MALABU DR,,-84.51694626669503,38.001980144227332
00931843#7-2,2014,1843 AUGUSTA DR #7,2014/08/25 00:00:00.000,Housing,Closed Out,2014/11/17 00:00:00.000,Y,1843 AUGUSTA DR,Block Level,AUGUSTA DR,,-84.440457120878932,38.05495411137391
12781750#25,2014,1750 MCCULLOUGH DR #25,2014/08/27 00:00:00.000,Housing,Closed Out,2014/11/11 00:00:00.000,Y,1750 MCCULLOUGH DR,Block Level,MCCULLOUGH DR,,-84.474084320835885,38.08500306675527
08750310S,2011,310 N HANOVER AVE,2011/06/09 00:00:00.000,Housing,Closed Out,2011/10/03 00:00:00.000,Y,310 N HANOVER AVE,Block Level,N HANOVER AVE,,-84.481009294767759,38.035811987403818
15600469#10-2,2014,469 RACE ST #10 AKA 442 E FIFTH ST,2014/09/09 00:00:00.000,Housing,Closed Out,2014/12/26 00:00:00.000,Y,469 RACE ST,Block Level,RACE ST,,-84.483346714919946,38.046125528818699
03910430,2014,430 CHESTNUT ST,2014/10/06 00:00:00.000,Housing,Closed Out,2014/11/19 00:00:00.000,Y,430 CHESTNUT ST,Block Level,CHESTNUT ST,,-84.484517944403137,38.047193129347377
10111756#4,2014,1756 JENNIFER RD #4,2014/10/14 00:00:00.000,Housing,Closed Out,2014/12/26 00:00:00.000,Y,1756 JENNIFER RD,Block Level,JENNIFER RD,,-84.448870535902515,38.04430165327183
33420065-4,2014,65 IMPERIAL AVE,2014/10/17 00:00:00.000,Housing,Closed Out,2014/11/10 00:00:00.000,Y,65 IMPERIAL AVE,Block Level,IMPERIAL AVE,,-84.499672249913587,38.072506539851602
03110446,2014,446 CAMPBELL ST AKA 448 CAMPBELL ST,2014/10/20 00:00:00.000,Housing,Closed Out,2014/12/26 00:00:00.000,Y,446 CAMPBELL ST,Block Level,CAMPBELL ST,,-84.491163342846306,38.053232283460034
27140854S,2011,854 BABBLING BROOK WAY,2011/07/01 00:00:00.000,Housing,Closed Out,2011/10/04 00:00:00.000,Y,854 BABBLING BROOK WAY,Block Level,BABBLING BROOK WAY,,-84.545232531298367,37.981276397831294
33420027-5,2014,27 IMPERIAL AVE,2014/10/24 00:00:00.000,Housing,Closed Out,2014/11/10 00:00:00.000,Y,27 IMPERIAL AVE,Block Level,IMPERIAL AVE,,-84.498348986762153,38.071313934702893
02500215#1,2014,215 N BROADWAY#1,2014/11/11 00:00:00.000,Housing,Closed Out,2015/01/05 00:00:00.000,Y,215 N BROADWAY,Block Level,N BROADWAY,,-84.496894393697289,38.051049617704805
07020429-2,2014,429 E FIFTH ST,2014/12/15 00:00:00.000,Housing,Closed Out,2014/12/30 00:00:00.000,Y,429 E FIFTH ST,Block Level,E FIFTH ST,,-84.482847563488235,38.047361820902012
20671053#54-2,2014,1053 WINBURN DR #54,2014/12/23 00:00:00.000,Housing,Notice/Order Issued,2014/12/23 00:00:00.000,N,1053 WINBURN DR,Block Level,WINBURN DR,,-84.47796495459157,38.088652112049594
13080519#A-2,2015,519 MICHIGAN ST #A,2015/01/27 00:00:00.000,Housing,Notice/Order Issued,2015/02/02 00:00:00.000,N,519 MICHIGAN ST,Block Level,MICHIGAN ST,,-84.501099660928844,38.06323158825969
12781750#30,2015,1750 MCCULLOUGH DR #30 AKA 1218 WINBURN DR #30,2015/01/29 00:00:00.000,Housing,Notice/Order Issued,2015/02/23 00:00:00.000,N,1750 MCCULLOUGH DR,Block Level,MCCULLOUGH DR,,-84.474084320835885,38.08500306675527
20671053#138-2,2015,1053 WINBURN DR #138 AKA 1037-1085 WINBURN DR #138,2015/02/09 00:00:00.000,Housing,Notice/Order Issued,2015/02/23 00:00:00.000,N,1053 WINBURN DR,Block Level,WINBURN DR,,-84.47796495459157,38.088652112049594
10290997S,2011,997 JOURNAL AVE,2011/07/01 00:00:00.000,Housing,Closed Out,2011/10/07 00:00:00.000,Y,997 JOURNAL AVE,Block Level,JOURNAL AVE,,-84.51378009888532,38.032169645511743
17190737-2,2015,737 SHROPSHIRE AVE,2015/02/23 00:00:00.000,Housing,Notice/Order Issued,2015/02/26 00:00:00.000,N,737 SHROPSHIRE AVE,Block Level,SHROPSHIRE AVE,,-84.475775834247045,38.050866655461903
17190737EMER,2015,737 SHROPSHIRE AVE,2015/02/26 00:00:00.000,Housing,Notice/Order Issued,2015/02/26 00:00:00.000,N,737 SHROPSHIRE AVE,Block Level,SHROPSHIRE AVE,,-84.475775834247045,38.050866655461903
03641318-1320S,2014,1318-1320 CENTRE PKWY,2014/07/14 00:00:00.000,Housing,Reinspection,2015/02/05 00:00:00.000,N,1318 CENTRE PKWY,Block Level,CENTRE PKWY,,-84.476330888570672,37.980774816397123
03641288-1292S,2014,1288-1292 CENTRE PKWY,2014/07/22 00:00:00.000,Housing,Reinspection,2015/02/24 00:00:00.000,N,1288 CENTRE PKWY,Block Level,CENTRE PKWY,,-84.477061836150881,37.980062473972055
03641330-1332S,2014,1330-1332 CENTRE PKWY,2014/07/22 00:00:00.000,Housing,Reinspection,2015/02/24 00:00:00.000,N,1330 CENTRE PKWY,Block Level,CENTRE PKWY,,-84.475495241914629,37.981956561309246
07830525S,2011,525 GEORGETOWN RD,2011/07/28 00:00:00.000,Housing,Closed Out,2013/09/04 00:00:00.000,Y,525 GEORGETOWN RD,Block Level,GEORGETOWN RD,,-84.50643559385378,38.075892560784588
00980423#3-2,2011,423 AYLESFORD PL#3,2011/03/03 00:00:00.000,Housing,Closed/Cancelled-No Response from Tenant,2011/03/04 00:00:00.000,Y,423 AYLESFORD PL,Block Level,AYLESFORD PL,,-84.498736663483868,38.035947630806561
19601416-2,2011,1416 VERSAILLES RD,2011/04/04 00:00:00.000,Housing,Closed/Cancelled-No Response from Tenant,2011/04/07 00:00:00.000,Y,1416 VERSAILLES RD,Block Level,VERSAILLES RD,,-84.527656629281694,38.049421026111268
03041972#10,2011,1972 CAMBRIDGE DR#10,2011/04/15 00:00:00.000,Housing,Closed/Cancelled-No Response from Tenant,2011/04/20 00:00:00.000,Y,1972 CAMBRIDGE DR,Block Level,CAMBRIDGE DR,,-84.548259472081895,38.052530777231645
